subset,band,wavelength_nm
joint_cluster_soft_corr_0p85_top_30,band_381,381
joint_cluster_soft_corr_0p85_top_30,band_722,722
joint_cluster_soft_corr_0p85_top_30,band_2444,2444
joint_cluster_soft_corr_0p85_top_30,band_383,383
joint_cluster_soft_corr_0p85_top_30,band_721,721
joint_cluster_soft_corr_0p85_top_30,band_384,384
joint_cluster_soft_corr_0p85_top_30,band_723,723
joint_cluster_soft_corr_0p85_top_30,band_380,380
joint_cluster_soft_corr_0p85_top_30,band_725,725
joint_cluster_soft_corr_0p85_top_30,band_382,382
joint_cluster_soft_corr_0p85_top_30,band_726,726
joint_cluster_soft_corr_0p85_top_30,band_377,377
joint_cluster_soft_corr_0p85_top_30,band_724,724
joint_cluster_soft_corr_0p85_top_30,band_376,376
joint_cluster_soft_corr_0p85_top_30,band_727,727
joint_cluster_soft_corr_0p85_top_30,band_379,379
joint_cluster_soft_corr_0p85_top_30,band_720,720
joint_cluster_soft_corr_0p85_top_30,band_391,391
joint_cluster_soft_corr_0p85_top_30,band_728,728
joint_cluster_soft_corr_0p85_top_30,band_385,385
joint_cluster_soft_corr_0p85_top_30,band_729,729
joint_cluster_soft_corr_0p85_top_30,band_378,378
joint_cluster_soft_corr_0p85_top_30,band_719,719
joint_cluster_soft_corr_0p85_top_30,band_375,375
joint_cluster_soft_corr_0p85_top_30,band_718,718
joint_cluster_soft_corr_0p85_top_30,band_361,361
joint_cluster_soft_corr_0p85_top_30,band_730,730
joint_cluster_soft_corr_0p85_top_30,band_386,386
joint_cluster_soft_corr_0p85_top_30,band_717,717
joint_cluster_soft_corr_0p85_top_30,band_387,387
