subset,band,wavelength_nm
kruskal_top_10,band_381,381
kruskal_top_10,band_377,377
kruskal_top_10,band_361,361
kruskal_top_10,band_380,380
kruskal_top_10,band_384,384
kruskal_top_10,band_376,376
kruskal_top_10,band_383,383
kruskal_top_10,band_391,391
kruskal_top_10,band_379,379
kruskal_top_10,band_378,378
