subset,band,wavelength_nm
joint_cluster_soft_corr_0p95_top_20,band_381,381
joint_cluster_soft_corr_0p95_top_20,band_722,722
joint_cluster_soft_corr_0p95_top_20,band_2444,2444
joint_cluster_soft_corr_0p95_top_20,band_383,383
joint_cluster_soft_corr_0p95_top_20,band_721,721
joint_cluster_soft_corr_0p95_top_20,band_384,384
joint_cluster_soft_corr_0p95_top_20,band_723,723
joint_cluster_soft_corr_0p95_top_20,band_380,380
joint_cluster_soft_corr_0p95_top_20,band_725,725
joint_cluster_soft_corr_0p95_top_20,band_382,382
joint_cluster_soft_corr_0p95_top_20,band_726,726
joint_cluster_soft_corr_0p95_top_20,band_377,377
joint_cluster_soft_corr_0p95_top_20,band_724,724
joint_cluster_soft_corr_0p95_top_20,band_376,376
joint_cluster_soft_corr_0p95_top_20,band_727,727
joint_cluster_soft_corr_0p95_top_20,band_379,379
joint_cluster_soft_corr_0p95_top_20,band_720,720
joint_cluster_soft_corr_0p95_top_20,band_391,391
joint_cluster_soft_corr_0p95_top_20,band_728,728
joint_cluster_soft_corr_0p95_top_20,band_385,385
