analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia4_CD202,dia4 - CD202,dia4,CD202,k-NN (k=5),Nao irrigado,3,1
dia4_CD202,dia4 - CD202,dia4,CD202,k-NN (k=5),Irrigado,0,4
