cultivar,condicao,data_coleta_iso,dia,replicata,bloco,grupo_cv,analysis_id,analysis_label,modelo,y_true,y_pred,prob_irrigado,acertou
BR16,IRR,2017-03-02,dia9,1,B1,BR16_IRR_B1,dia9,dia9,Random Forest,1,0,0.15866666666666668,False
BR16,IRR,2017-03-02,dia9,2,B2,BR16_IRR_B2,dia9,dia9,Random Forest,1,1,0.844,True
BR16,IRR,2017-03-02,dia9,3,B3,BR16_IRR_B3,dia9,dia9,Random Forest,1,1,0.7866666666666666,True
BR16,IRR,2017-03-02,dia9,4,B4,BR16_IRR_B4,dia9,dia9,Random Forest,1,1,0.996,True
BR16,NIRR,2017-03-02,dia9,1,B1,BR16_NIRR_B1,dia9,dia9,Random Forest,0,0,0.10533333333333333,True
BR16,NIRR,2017-03-02,dia9,2,B2,BR16_NIRR_B2,dia9,dia9,Random Forest,0,0,0.13333333333333333,True
BR16,NIRR,2017-03-02,dia9,3,B3,BR16_NIRR_B3,dia9,dia9,Random Forest,0,1,0.7386666666666667,False
BR16,NIRR,2017-03-02,dia9,4,B4,BR16_NIRR_B4,dia9,dia9,Random Forest,0,1,0.68,False
CD202,IRR,2017-03-02,dia9,1,B1,CD202_IRR_B1,dia9,dia9,Random Forest,1,1,0.8733333333333333,True
CD202,IRR,2017-03-02,dia9,2,B2,CD202_IRR_B2,dia9,dia9,Random Forest,1,1,0.9,True
CD202,IRR,2017-03-02,dia9,3,B3,CD202_IRR_B3,dia9,dia9,Random Forest,1,1,0.8533333333333334,True
CD202,IRR,2017-03-02,dia9,4,B4,CD202_IRR_B4,dia9,dia9,Random Forest,1,1,0.6426666666666667,True
CD202,NIRR,2017-03-02,dia9,1,B1,CD202_NIRR_B1,dia9,dia9,Random Forest,0,0,0.004,True
CD202,NIRR,2017-03-02,dia9,2,B2,CD202_NIRR_B2,dia9,dia9,Random Forest,0,0,0.036,True
CD202,NIRR,2017-03-02,dia9,3,B3,CD202_NIRR_B3,dia9,dia9,Random Forest,0,0,0.07733333333333334,True
CD202,NIRR,2017-03-02,dia9,4,B4,CD202_NIRR_B4,dia9,dia9,Random Forest,0,0,0.034666666666666665,True
EMB48,IRR,2017-03-02,dia9,1,B1,EMB48_IRR_B1,dia9,dia9,Random Forest,1,1,0.9733333333333334,True
EMB48,IRR,2017-03-02,dia9,2,B2,EMB48_IRR_B2,dia9,dia9,Random Forest,1,1,0.8973333333333333,True
EMB48,IRR,2017-03-02,dia9,3,B3,EMB48_IRR_B3,dia9,dia9,Random Forest,1,1,0.9653333333333334,True
EMB48,IRR,2017-03-02,dia9,4,B4,EMB48_IRR_B4,dia9,dia9,Random Forest,1,1,0.5533333333333333,True
EMB48,NIRR,2017-03-02,dia9,1,B1,EMB48_NIRR_B1,dia9,dia9,Random Forest,0,1,0.5826666666666667,False
EMB48,NIRR,2017-03-02,dia9,2,B2,EMB48_NIRR_B2,dia9,dia9,Random Forest,0,0,0.22533333333333333,True
EMB48,NIRR,2017-03-02,dia9,3,B3,EMB48_NIRR_B3,dia9,dia9,Random Forest,0,0,0.12,True
EMB48,NIRR,2017-03-02,dia9,4,B4,EMB48_NIRR_B4,dia9,dia9,Random Forest,0,0,0.005333333333333333,True
