cultivar,condicao,data_coleta_iso,dia,replicata,bloco,grupo_cv,analysis_id,analysis_label,modelo,y_true,y_pred,prob_irrigado,acertou
BR16,IRR,2017-03-02,dia9,1,B1,BR16_IRR_B1,dia9,dia9,SVM (RBF),1,0,0.1386748771526217,False
BR16,IRR,2017-03-02,dia9,2,B2,BR16_IRR_B2,dia9,dia9,SVM (RBF),1,1,0.8968260087651586,True
BR16,IRR,2017-03-02,dia9,3,B3,BR16_IRR_B3,dia9,dia9,SVM (RBF),1,1,0.7169109067642044,True
BR16,IRR,2017-03-02,dia9,4,B4,BR16_IRR_B4,dia9,dia9,SVM (RBF),1,1,0.9092362401947105,True
BR16,NIRR,2017-03-02,dia9,1,B1,BR16_NIRR_B1,dia9,dia9,SVM (RBF),0,0,0.31939455703124464,True
BR16,NIRR,2017-03-02,dia9,2,B2,BR16_NIRR_B2,dia9,dia9,SVM (RBF),0,0,0.3914374167684078,True
BR16,NIRR,2017-03-02,dia9,3,B3,BR16_NIRR_B3,dia9,dia9,SVM (RBF),0,1,0.8179453315171417,False
BR16,NIRR,2017-03-02,dia9,4,B4,BR16_NIRR_B4,dia9,dia9,SVM (RBF),0,1,0.537023250240636,False
CD202,IRR,2017-03-02,dia9,1,B1,CD202_IRR_B1,dia9,dia9,SVM (RBF),1,1,0.5668902884955902,True
CD202,IRR,2017-03-02,dia9,2,B2,CD202_IRR_B2,dia9,dia9,SVM (RBF),1,1,0.828628738853788,True
CD202,IRR,2017-03-02,dia9,3,B3,CD202_IRR_B3,dia9,dia9,SVM (RBF),1,1,0.813291281394751,True
CD202,IRR,2017-03-02,dia9,4,B4,CD202_IRR_B4,dia9,dia9,SVM (RBF),1,0,0.2548676081429478,False
CD202,NIRR,2017-03-02,dia9,1,B1,CD202_NIRR_B1,dia9,dia9,SVM (RBF),0,0,0.157725901767837,True
CD202,NIRR,2017-03-02,dia9,2,B2,CD202_NIRR_B2,dia9,dia9,SVM (RBF),0,0,0.22101746082560422,True
CD202,NIRR,2017-03-02,dia9,3,B3,CD202_NIRR_B3,dia9,dia9,SVM (RBF),0,0,0.22318671438424317,True
CD202,NIRR,2017-03-02,dia9,4,B4,CD202_NIRR_B4,dia9,dia9,SVM (RBF),0,0,0.08941362877112193,True
EMB48,IRR,2017-03-02,dia9,1,B1,EMB48_IRR_B1,dia9,dia9,SVM (RBF),1,1,0.8587178370647891,True
EMB48,IRR,2017-03-02,dia9,2,B2,EMB48_IRR_B2,dia9,dia9,SVM (RBF),1,1,0.8590712870393317,True
EMB48,IRR,2017-03-02,dia9,3,B3,EMB48_IRR_B3,dia9,dia9,SVM (RBF),1,1,0.8338452902922641,True
EMB48,IRR,2017-03-02,dia9,4,B4,EMB48_IRR_B4,dia9,dia9,SVM (RBF),1,1,0.8571976927058622,True
EMB48,NIRR,2017-03-02,dia9,1,B1,EMB48_NIRR_B1,dia9,dia9,SVM (RBF),0,1,0.5729544106011295,False
EMB48,NIRR,2017-03-02,dia9,2,B2,EMB48_NIRR_B2,dia9,dia9,SVM (RBF),0,0,0.2868781542343822,True
EMB48,NIRR,2017-03-02,dia9,3,B3,EMB48_NIRR_B3,dia9,dia9,SVM (RBF),0,0,0.1641324342506215,True
EMB48,NIRR,2017-03-02,dia9,4,B4,EMB48_NIRR_B4,dia9,dia9,SVM (RBF),0,0,0.060990232626575346,True
