cultivar,condicao,data_coleta_iso,dia,replicata,bloco,grupo_cv,analysis_id,analysis_label,modelo,y_true,y_pred,prob_irrigado,acertou
BR16,IRR,2017-03-02,dia9,1,B1,BR16_IRR_B1,dia9,dia9,LDA,1,0,0.00817618231979014,False
BR16,IRR,2017-03-02,dia9,2,B2,BR16_IRR_B2,dia9,dia9,LDA,1,1,0.989980889332803,True
BR16,IRR,2017-03-02,dia9,3,B3,BR16_IRR_B3,dia9,dia9,LDA,1,1,0.9313569884420836,True
BR16,IRR,2017-03-02,dia9,4,B4,BR16_IRR_B4,dia9,dia9,LDA,1,1,0.999945637897263,True
BR16,NIRR,2017-03-02,dia9,1,B1,BR16_NIRR_B1,dia9,dia9,LDA,0,0,1.541951937255852e-05,True
BR16,NIRR,2017-03-02,dia9,2,B2,BR16_NIRR_B2,dia9,dia9,LDA,0,0,0.0003676673631045507,True
BR16,NIRR,2017-03-02,dia9,3,B3,BR16_NIRR_B3,dia9,dia9,LDA,0,1,0.9491477079214113,False
BR16,NIRR,2017-03-02,dia9,4,B4,BR16_NIRR_B4,dia9,dia9,LDA,0,0,0.1449274859654395,True
CD202,IRR,2017-03-02,dia9,1,B1,CD202_IRR_B1,dia9,dia9,LDA,1,1,0.999999691760187,True
CD202,IRR,2017-03-02,dia9,2,B2,CD202_IRR_B2,dia9,dia9,LDA,1,1,0.9938323221516498,True
CD202,IRR,2017-03-02,dia9,3,B3,CD202_IRR_B3,dia9,dia9,LDA,1,1,0.9977381253998933,True
CD202,IRR,2017-03-02,dia9,4,B4,CD202_IRR_B4,dia9,dia9,LDA,1,0,0.027043200700361723,False
CD202,NIRR,2017-03-02,dia9,1,B1,CD202_NIRR_B1,dia9,dia9,LDA,0,0,0.0008343513955004506,True
CD202,NIRR,2017-03-02,dia9,2,B2,CD202_NIRR_B2,dia9,dia9,LDA,0,0,0.0007338048580103069,True
CD202,NIRR,2017-03-02,dia9,3,B3,CD202_NIRR_B3,dia9,dia9,LDA,0,0,0.010988377915354227,True
CD202,NIRR,2017-03-02,dia9,4,B4,CD202_NIRR_B4,dia9,dia9,LDA,0,0,0.00019119516524173516,True
EMB48,IRR,2017-03-02,dia9,1,B1,EMB48_IRR_B1,dia9,dia9,LDA,1,1,0.9988508622270461,True
EMB48,IRR,2017-03-02,dia9,2,B2,EMB48_IRR_B2,dia9,dia9,LDA,1,1,0.9894779045142102,True
EMB48,IRR,2017-03-02,dia9,3,B3,EMB48_IRR_B3,dia9,dia9,LDA,1,1,0.999999900816955,True
EMB48,IRR,2017-03-02,dia9,4,B4,EMB48_IRR_B4,dia9,dia9,LDA,1,1,0.9145218963862773,True
EMB48,NIRR,2017-03-02,dia9,1,B1,EMB48_NIRR_B1,dia9,dia9,LDA,0,1,0.7264895044707281,False
EMB48,NIRR,2017-03-02,dia9,2,B2,EMB48_NIRR_B2,dia9,dia9,LDA,0,0,0.06021865326433837,True
EMB48,NIRR,2017-03-02,dia9,3,B3,EMB48_NIRR_B3,dia9,dia9,LDA,0,0,0.00040985041342545274,True
EMB48,NIRR,2017-03-02,dia9,4,B4,EMB48_NIRR_B4,dia9,dia9,LDA,0,0,0.0001576110595151513,True
