analysis_id,analysis_label,dia,modelo,classe,classe_codigo,precision,recall,f1,support
dia9,dia9,dia9,k-NN (k=5),Nao irrigado,0,0.8181818181818182,0.75,0.782608695652174,12
dia9,dia9,dia9,k-NN (k=5),Irrigado,1,0.7692307692307693,0.8333333333333334,0.8,12
