analysis_id,analysis_label,dia,modelo,classe,classe_codigo,precision,recall,f1,support
dia9,dia9,dia9,LDA,Nao irrigado,0,0.8333333333333334,0.8333333333333334,0.8333333333333334,12
dia9,dia9,dia9,LDA,Irrigado,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,12
