target,model,classe,classe_codigo,precision,recall,f1,support
condicao,SVM (RBF),NIRR,0,0.9859154929577465,0.9722222222222222,0.9790209790209791,72
condicao,SVM (RBF),IRR,1,0.9726027397260274,0.9861111111111112,0.9793103448275862,72
