target,model,classes,n_classes,n_samples,n_groups,cv_splits,n_bandas,bandas,accuracy_media,accuracy_std,balanced_accuracy_media,balanced_accuracy_std,f1_macro_media,f1_macro_std,kappa_media,kappa_std,roc_auc_media,roc_auc_std,experiment_variant,augmentation_method,copies_per_sample,noise_std_fraction,scale_range,offset_std_fraction,clip_to_train_range,analysis_source
condicao,k-NN (k=5),NIRR; IRR,2,144,8,4,5,band_400|band_579|band_1580|band_530|band_739,0.9513888888888888,0.04743958687944261,0.9513888888888888,0.04743958687944261,0.9513405267275237,0.047444911974472044,0.9027777777777778,0.09487917375888516,0.9942129629629629,0.0069444444444444016,augmentation,spectral_jitter,3,0.015,0.02,0.005,True,cond
