target,model,classe,classe_codigo,precision,recall,f1,support
condicao,k-NN (k=5),NIRR,0,0.9452054794520548,0.9583333333333334,0.9517241379310345,72
condicao,k-NN (k=5),IRR,1,0.9577464788732394,0.9444444444444444,0.951048951048951,72
