analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia9_BR16,dia9 - BR16,dia9,BR16,k-NN (k=5),Nao irrigado,2,2
dia9_BR16,dia9 - BR16,dia9,BR16,k-NN (k=5),Irrigado,1,3
