analysis_id,analysis_label,dia,cultivar,modelo,classe,classe_codigo,precision,recall,f1,support
dia9_BR16,dia9 - BR16,dia9,BR16,k-NN (k=5),Nao irrigado,0,0.6666666666666666,0.5,0.5714285714285714,4
dia9_BR16,dia9 - BR16,dia9,BR16,k-NN (k=5),Irrigado,1,0.6,0.75,0.6666666666666666,4
