analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia9_BR16,dia9 - BR16,dia9,BR16,LDA,Nao irrigado,4,0
dia9_BR16,dia9 - BR16,dia9,BR16,LDA,Irrigado,1,3
