target,model,classes,n_classes,n_samples,n_groups,cv_splits,inner_splits,n_bandas,bandas,n_param_candidates,accuracy_media,accuracy_std,balanced_accuracy_media,balanced_accuracy_std,f1_macro_media,f1_macro_std,kappa_media,kappa_std,roc_auc_media,roc_auc_std,top_n_requested,n_features_after_pruning,variant,augmentation_method,correlation_threshold,analysis_source
condicao_genotipo,SVM (RBF),IRR|BR16; IRR|CD202; IRR|EMB48; NIRR|BR16; NIRR|CD202; NIRR|EMB48,6,144,24,4,2,8,band_400|band_530|band_720|band_730|band_1349|band_1522|band_707|band_630,2,0.5486111111111112,0.10728361320607842,0.5486111111111112,0.10728361320607839,0.5166828541828541,0.09720238482724282,0.45833333333333337,0.12874033584729405,,,8,8,mixup,mixup,0.95,gen_cond
condicao_genotipo_turno,Random Forest,IRR|BR16|manha + tarde; IRR|BR16|unico; IRR|CD202|manha + tarde; IRR|CD202|unico; IRR|EMB48|manha + tarde; IRR|EMB48|unico; NIRR|BR16|manha + tarde; NIRR|BR16|unico; NIRR|CD202|manha + tarde; NIRR|CD202|unico; NIRR|EMB48|manha + tarde; NIRR|EMB48|unico,12,144,48,4,2,5,band_400|band_530|band_720|band_730|band_1349,2,0.4236111111111111,0.052582484683335866,0.4236111111111111,0.052582484683335866,0.3954906204906205,0.05439842119398493,0.3712121212121212,0.05736271056363913,,,5,5,jitter,jitter,0.95,gen_cond
condicao_genotipo_turno,XGBoost,IRR|BR16|manha + tarde; IRR|BR16|unico; IRR|CD202|manha + tarde; IRR|CD202|unico; IRR|EMB48|manha + tarde; IRR|EMB48|unico; NIRR|BR16|manha + tarde; NIRR|BR16|unico; NIRR|CD202|manha + tarde; NIRR|CD202|unico; NIRR|EMB48|manha + tarde; NIRR|EMB48|unico,12,144,48,4,2,6,band_400|band_530|band_720|band_730|band_1349|band_1522,2,0.4027777777777778,0.035860956909327925,0.40277777777777773,0.035860956909327925,0.382853835978836,0.040260574535691304,0.3484848484848485,0.03912104390108503,,,10,6,jitter,jitter,0.95,gen_cond
condicao_genotipo_turno,SVM (RBF),IRR|BR16|manha + tarde; IRR|BR16|unico; IRR|CD202|manha + tarde; IRR|CD202|unico; IRR|EMB48|manha + tarde; IRR|EMB48|unico; NIRR|BR16|manha + tarde; NIRR|BR16|unico; NIRR|CD202|manha + tarde; NIRR|CD202|unico; NIRR|EMB48|manha + tarde; NIRR|EMB48|unico,12,144,48,4,2,8,band_400|band_530|band_720|band_730|band_1349|band_1522|band_707|band_630,2,0.40972222222222227,0.06563632814239735,0.40972222222222215,0.06563632814239731,0.38153559403559406,0.05571014623327598,0.3560606060606061,0.0716032670644335,,,8,8,jitter,jitter,0.95,gen_cond
condicao_genotipo_turno,LDA,IRR|BR16|manha + tarde; IRR|BR16|unico; IRR|CD202|manha + tarde; IRR|CD202|unico; IRR|EMB48|manha + tarde; IRR|EMB48|unico; NIRR|BR16|manha + tarde; NIRR|BR16|unico; NIRR|CD202|manha + tarde; NIRR|CD202|unico; NIRR|EMB48|manha + tarde; NIRR|EMB48|unico,12,144,48,4,2,5,band_400|band_530|band_720|band_730|band_1349,2,0.3888888888888889,0.0392837100659193,0.3888888888888889,0.0392837100659193,0.35806878306878304,0.03841254809975401,0.3333333333333333,0.042854956435548354,,,5,5,mixup,mixup,0.95,gen_cond
condicao_genotipo_turno,XGBoost,IRR|BR16|manha + tarde; IRR|BR16|unico; IRR|CD202|manha + tarde; IRR|CD202|unico; IRR|EMB48|manha + tarde; IRR|EMB48|unico; NIRR|BR16|manha + tarde; NIRR|BR16|unico; NIRR|CD202|manha + tarde; NIRR|CD202|unico; NIRR|EMB48|manha + tarde; NIRR|EMB48|unico,12,144,48,4,2,5,band_400|band_530|band_720|band_730|band_1349,2,0.3958333333333333,0.04743958687944259,0.3958333333333333,0.047439586879442594,0.35663029100529103,0.06913670317284146,0.34090909090909094,0.05175227659575545,,,5,5,baseline,baseline,0.95,gen_cond
condicao_genotipo_turno,XGBoost,IRR|BR16|manha + tarde; IRR|BR16|unico; IRR|CD202|manha + tarde; IRR|CD202|unico; IRR|EMB48|manha + tarde; IRR|EMB48|unico; NIRR|BR16|manha + tarde; NIRR|BR16|unico; NIRR|CD202|manha + tarde; NIRR|CD202|unico; NIRR|EMB48|manha + tarde; NIRR|EMB48|unico,12,144,48,4,2,7,band_400|band_530|band_720|band_730|band_1349|band_1522|band_707,2,0.3680555555555555,0.013888888888888895,0.3680555555555555,0.013888888888888867,0.35209986772486773,0.03864088362844633,0.31060606060606055,0.015151515151515194,,,15,7,jitter,jitter,0.95,gen_cond
condicao_genotipo_turno,XGBoost,IRR|BR16|manha + tarde; IRR|BR16|unico; IRR|CD202|manha + tarde; IRR|CD202|unico; IRR|EMB48|manha + tarde; IRR|EMB48|unico; NIRR|BR16|manha + tarde; NIRR|BR16|unico; NIRR|CD202|manha + tarde; NIRR|CD202|unico; NIRR|EMB48|manha + tarde; NIRR|EMB48|unico,12,144,48,4,2,7,band_400|band_530|band_720|band_730|band_1349|band_1522|band_707,2,0.3680555555555555,0.013888888888888895,0.3680555555555555,0.013888888888888867,0.35209986772486773,0.03864088362844633,0.31060606060606055,0.015151515151515194,,,20,7,jitter,jitter,0.95,gen_cond
condicao_genotipo_turno,XGBoost,IRR|BR16|manha + tarde; IRR|BR16|unico; IRR|CD202|manha + tarde; IRR|CD202|unico; IRR|EMB48|manha + tarde; IRR|EMB48|unico; NIRR|BR16|manha + tarde; NIRR|BR16|unico; NIRR|CD202|manha + tarde; NIRR|CD202|unico; NIRR|EMB48|manha + tarde; NIRR|EMB48|unico,12,144,48,4,2,7,band_400|band_530|band_720|band_730|band_1349|band_1522|band_707,2,0.375,0.08636462086193346,0.37499999999999994,0.08636462086193343,0.3513227513227513,0.0953153927694932,0.3181818181818182,0.09421595003120013,,,15,7,mixup,mixup,0.95,gen_cond
condicao_genotipo_turno,XGBoost,IRR|BR16|manha + tarde; IRR|BR16|unico; IRR|CD202|manha + tarde; IRR|CD202|unico; IRR|EMB48|manha + tarde; IRR|EMB48|unico; NIRR|BR16|manha + tarde; NIRR|BR16|unico; NIRR|CD202|manha + tarde; NIRR|CD202|unico; NIRR|EMB48|manha + tarde; NIRR|EMB48|unico,12,144,48,4,2,7,band_400|band_530|band_720|band_730|band_1349|band_1522|band_707,2,0.375,0.08636462086193346,0.37499999999999994,0.08636462086193343,0.3513227513227513,0.0953153927694932,0.3181818181818182,0.09421595003120013,,,20,7,mixup,mixup,0.95,gen_cond
condicao_genotipo_turno,LDA,IRR|BR16|manha + tarde; IRR|BR16|unico; IRR|CD202|manha + tarde; IRR|CD202|unico; IRR|EMB48|manha + tarde; IRR|EMB48|unico; NIRR|BR16|manha + tarde; NIRR|BR16|unico; NIRR|CD202|manha + tarde; NIRR|CD202|unico; NIRR|EMB48|manha + tarde; NIRR|EMB48|unico,12,144,48,4,2,6,band_400|band_530|band_720|band_730|band_1349|band_1522,2,0.3888888888888889,0.08177556357710969,0.38888888888888884,0.08177556357710968,0.34892526455026457,0.08845353870661991,0.3333333333333333,0.08920970572048331,,,10,6,mixup,mixup,0.95,gen_cond
condicao_genotipo_turno,SVM (RBF),IRR|BR16|manha + tarde; IRR|BR16|unico; IRR|CD202|manha + tarde; IRR|CD202|unico; IRR|EMB48|manha + tarde; IRR|EMB48|unico; NIRR|BR16|manha + tarde; NIRR|BR16|unico; NIRR|CD202|manha + tarde; NIRR|CD202|unico; NIRR|EMB48|manha + tarde; NIRR|EMB48|unico,12,144,48,4,2,8,band_400|band_530|band_720|band_730|band_1349|band_1522|band_707|band_630,2,0.375,0.09487917375888516,0.37499999999999994,0.09487917375888519,0.34267977392977395,0.10627705633374807,0.31818181818181823,0.1035045531915111,,,8,8,mixup,mixup,0.95,gen_cond
condicao_genotipo_turno,LDA,IRR|BR16|manha + tarde; IRR|BR16|unico; IRR|CD202|manha + tarde; IRR|CD202|unico; IRR|EMB48|manha + tarde; IRR|EMB48|unico; NIRR|BR16|manha + tarde; NIRR|BR16|unico; NIRR|CD202|manha + tarde; NIRR|CD202|unico; NIRR|EMB48|manha + tarde; NIRR|EMB48|unico,12,144,48,4,2,8,band_400|band_530|band_720|band_730|band_1349|band_1522|band_707|band_630,2,0.3680555555555556,0.09983267894836954,0.3680555555555555,0.09983267894836954,0.3337797619047619,0.11450246363005175,0.31060606060606066,0.10890837703458497,,,8,8,baseline,baseline,0.95,gen_cond
condicao_genotipo_turno,SVM (RBF),IRR|BR16|manha + tarde; IRR|BR16|unico; IRR|CD202|manha + tarde; IRR|CD202|unico; IRR|EMB48|manha + tarde; IRR|EMB48|unico; NIRR|BR16|manha + tarde; NIRR|BR16|unico; NIRR|CD202|manha + tarde; NIRR|CD202|unico; NIRR|EMB48|manha + tarde; NIRR|EMB48|unico,12,144,48,4,2,7,band_400|band_530|band_720|band_730|band_1349|band_1522|band_707,2,0.37500000000000006,0.14072855697750616,0.37499999999999994,0.1407285569775061,0.3292943167943168,0.13752283523734204,0.3181818181818181,0.15352206215727948,,,15,7,baseline,baseline,0.95,gen_cond
condicao_genotipo_turno,SVM (RBF),IRR|BR16|manha + tarde; IRR|BR16|unico; IRR|CD202|manha + tarde; IRR|CD202|unico; IRR|EMB48|manha + tarde; IRR|EMB48|unico; NIRR|BR16|manha + tarde; NIRR|BR16|unico; NIRR|CD202|manha + tarde; NIRR|CD202|unico; NIRR|EMB48|manha + tarde; NIRR|EMB48|unico,12,144,48,4,2,7,band_400|band_530|band_720|band_730|band_1349|band_1522|band_707,2,0.37500000000000006,0.14072855697750616,0.37499999999999994,0.1407285569775061,0.3292943167943168,0.13752283523734204,0.3181818181818181,0.15352206215727948,,,20,7,baseline,baseline,0.95,gen_cond
condicao_genotipo_turno,LDA,IRR|BR16|manha + tarde; IRR|BR16|unico; IRR|CD202|manha + tarde; IRR|CD202|unico; IRR|EMB48|manha + tarde; IRR|EMB48|unico; NIRR|BR16|manha + tarde; NIRR|BR16|unico; NIRR|CD202|manha + tarde; NIRR|CD202|unico; NIRR|EMB48|manha + tarde; NIRR|EMB48|unico,12,144,48,4,2,6,band_400|band_530|band_720|band_730|band_1349|band_1522,2,0.3680555555555556,0.06944444444444442,0.3680555555555555,0.06944444444444445,0.32643849206349207,0.0859694808198997,0.31060606060606055,0.07575757575757575,,,10,6,baseline,baseline,0.95,gen_cond
