target,top_n_requested,n_features_after_pruning,variant,model,fold,inner_f1_macro,best_params,train_samples_real,train_samples_after_augmentation,test_samples
condicao_genotipo,8,8,jitter,SVM (RBF),4,0.4808547164685272,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,8,8,jitter,LDA,1,0.5327948703175562,"{""model__shrinkage"": 0.05}",108,432,36
condicao_genotipo,8,8,jitter,LDA,2,0.4871717171717172,"{""model__shrinkage"": ""auto""}",108,432,36
condicao_genotipo,8,8,jitter,LDA,3,0.40252360753771416,"{""model__shrinkage"": 0.05}",108,432,36
condicao_genotipo,8,8,jitter,LDA,4,0.4538863008971704,"{""model__shrinkage"": 0.05}",108,432,36
condicao_genotipo,8,8,jitter,XGBoost,1,0.4898775002374074,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 240, ""model__reg_lambda"": 2.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,8,8,jitter,XGBoost,2,0.4790084098907629,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,8,8,jitter,XGBoost,3,0.34554986135868493,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 240, ""model__reg_lambda"": 2.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,8,8,jitter,XGBoost,4,0.33997331501201467,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 240, ""model__reg_lambda"": 2.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,8,8,mixup,Random Forest,1,0.4915928584659235,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 1, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,8,8,mixup,Random Forest,2,0.4157824578591169,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,8,8,mixup,Random Forest,3,0.4006528120421309,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,8,8,mixup,Random Forest,4,0.4437205359688197,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,8,8,mixup,SVM (RBF),1,0.534203220813128,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,8,8,mixup,SVM (RBF),2,0.43591904598096554,"{""model__C"": 1.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,8,8,mixup,SVM (RBF),3,0.3822335703140657,"{""model__C"": 1.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,8,8,mixup,SVM (RBF),4,0.4711637359377634,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,8,8,mixup,LDA,1,0.5334211597369491,"{""model__shrinkage"": ""auto""}",108,432,36
condicao_genotipo,8,8,mixup,LDA,2,0.48758973011690404,"{""model__shrinkage"": ""auto""}",108,432,36
condicao_genotipo,8,8,mixup,LDA,3,0.4268472487663897,"{""model__shrinkage"": ""auto""}",108,432,36
condicao_genotipo,8,8,mixup,LDA,4,0.41798385672625027,"{""model__shrinkage"": ""auto""}",108,432,36
condicao_genotipo,8,8,mixup,XGBoost,1,0.5078345938895811,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 240, ""model__reg_lambda"": 2.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,8,8,mixup,XGBoost,2,0.44338959077147255,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,8,8,mixup,XGBoost,3,0.4035696130303974,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,8,8,mixup,XGBoost,4,0.3348416561651856,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,10,6,baseline,Random Forest,1,0.48329785726607355,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,108,36
condicao_genotipo,10,6,baseline,Random Forest,2,0.45971273607563823,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 1, ""model__n_estimators"": 300}",108,108,36
condicao_genotipo,10,6,baseline,Random Forest,3,0.42767883079157587,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,108,36
condicao_genotipo,10,6,baseline,Random Forest,4,0.43672516209280915,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,108,36
condicao_genotipo,10,6,baseline,SVM (RBF),1,0.5742043395964964,"{""model__C"": 1.0, ""model__gamma"": ""scale""}",108,108,36
condicao_genotipo,10,6,baseline,SVM (RBF),2,0.4714081681170118,"{""model__C"": 1.0, ""model__gamma"": ""scale""}",108,108,36
condicao_genotipo,10,6,baseline,SVM (RBF),3,0.40518323051217786,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,108,36
condicao_genotipo,10,6,baseline,SVM (RBF),4,0.4542869995501574,"{""model__C"": 1.0, ""model__gamma"": ""scale""}",108,108,36
condicao_genotipo,10,6,baseline,LDA,1,0.5739092610689707,"{""model__shrinkage"": 0.05}",108,108,36
condicao_genotipo,10,6,baseline,LDA,2,0.4887626262626263,"{""model__shrinkage"": 0.05}",108,108,36
condicao_genotipo,10,6,baseline,LDA,3,0.37734010270774976,"{""model__shrinkage"": 0.05}",108,108,36
condicao_genotipo,10,6,baseline,LDA,4,0.41939837939837943,"{""model__shrinkage"": 0.05}",108,108,36
condicao_genotipo,10,6,baseline,XGBoost,1,0.4721459473108416,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 240, ""model__reg_lambda"": 2.0, ""model__subsample"": 0.9}",108,108,36
condicao_genotipo,10,6,baseline,XGBoost,2,0.45150149190110833,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,108,36
condicao_genotipo,10,6,baseline,XGBoost,3,0.4042103616438231,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,108,36
condicao_genotipo,10,6,baseline,XGBoost,4,0.4032295311900575,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,108,36
condicao_genotipo,10,6,jitter,Random Forest,1,0.5298059640164903,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 1, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,10,6,jitter,Random Forest,2,0.4813681032398782,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 1, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,10,6,jitter,Random Forest,3,0.40877204795548444,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,10,6,jitter,Random Forest,4,0.44998820623820623,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,10,6,jitter,SVM (RBF),1,0.5760437045791736,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,10,6,jitter,SVM (RBF),2,0.4495305653716386,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,10,6,jitter,SVM (RBF),3,0.4499383514089397,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,10,6,jitter,SVM (RBF),4,0.48468525869841667,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,10,6,jitter,LDA,1,0.5601866776095452,"{""model__shrinkage"": ""auto""}",108,432,36
condicao_genotipo,10,6,jitter,LDA,2,0.49920068653284766,"{""model__shrinkage"": ""auto""}",108,432,36
condicao_genotipo,10,6,jitter,LDA,3,0.37770869546764685,"{""model__shrinkage"": ""auto""}",108,432,36
condicao_genotipo,10,6,jitter,LDA,4,0.41939837939837943,"{""model__shrinkage"": 0.05}",108,432,36
condicao_genotipo,10,6,jitter,XGBoost,1,0.4946208235498517,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,10,6,jitter,XGBoost,2,0.45764705323915855,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 240, ""model__reg_lambda"": 2.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,10,6,jitter,XGBoost,3,0.36133779647711534,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,10,6,jitter,XGBoost,4,0.3914869122105964,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 240, ""model__reg_lambda"": 2.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,10,6,mixup,Random Forest,1,0.5069176681018787,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,10,6,mixup,Random Forest,2,0.45564574314574313,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,10,6,mixup,Random Forest,3,0.4109678151512517,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,10,6,mixup,Random Forest,4,0.43386967962415524,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,10,6,mixup,SVM (RBF),1,0.5757327248774617,"{""model__C"": 1.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,10,6,mixup,SVM (RBF),2,0.44611356327042595,"{""model__C"": 1.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,10,6,mixup,SVM (RBF),3,0.409172732057149,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,10,6,mixup,SVM (RBF),4,0.45599551520604154,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,10,6,mixup,LDA,1,0.5674278078302846,"{""model__shrinkage"": 0.05}",108,432,36
condicao_genotipo,10,6,mixup,LDA,2,0.4928652620468478,"{""model__shrinkage"": ""auto""}",108,432,36
condicao_genotipo,10,6,mixup,LDA,3,0.3901157006933085,"{""model__shrinkage"": 0.05}",108,432,36
condicao_genotipo,10,6,mixup,LDA,4,0.4038703563042303,"{""model__shrinkage"": 0.05}",108,432,36
condicao_genotipo,10,6,mixup,XGBoost,1,0.45461657596029653,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,10,6,mixup,XGBoost,2,0.4138213638213638,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,10,6,mixup,XGBoost,3,0.40790112784436827,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,10,6,mixup,XGBoost,4,0.3975493398739012,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,15,7,baseline,Random Forest,1,0.5034783564388827,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,108,36
condicao_genotipo,15,7,baseline,Random Forest,2,0.4692553060974113,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,108,36
condicao_genotipo,15,7,baseline,Random Forest,3,0.40885313624284214,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,108,36
condicao_genotipo,15,7,baseline,Random Forest,4,0.3913537501781209,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,108,36
condicao_genotipo,15,7,baseline,SVM (RBF),1,0.5796311350232919,"{""model__C"": 1.0, ""model__gamma"": ""scale""}",108,108,36
condicao_genotipo,15,7,baseline,SVM (RBF),2,0.46719974872148784,"{""model__C"": 1.0, ""model__gamma"": ""scale""}",108,108,36
condicao_genotipo,15,7,baseline,SVM (RBF),3,0.3767197106012895,"{""model__C"": 1.0, ""model__gamma"": ""scale""}",108,108,36
condicao_genotipo,15,7,baseline,SVM (RBF),4,0.46290804468436053,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,108,36
condicao_genotipo,15,7,baseline,LDA,1,0.5686589558186654,"{""model__shrinkage"": 0.05}",108,108,36
condicao_genotipo,15,7,baseline,LDA,2,0.4717916167229669,"{""model__shrinkage"": 0.05}",108,108,36
condicao_genotipo,15,7,baseline,LDA,3,0.37770869546764685,"{""model__shrinkage"": 0.05}",108,108,36
condicao_genotipo,15,7,baseline,LDA,4,0.405570818070818,"{""model__shrinkage"": 0.05}",108,108,36
condicao_genotipo,15,7,baseline,XGBoost,1,0.4718220408488278,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,108,36
condicao_genotipo,15,7,baseline,XGBoost,2,0.4383332549093419,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,108,36
condicao_genotipo,15,7,baseline,XGBoost,3,0.3857286382219639,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 240, ""model__reg_lambda"": 2.0, ""model__subsample"": 0.9}",108,108,36
condicao_genotipo,15,7,baseline,XGBoost,4,0.4103174603174603,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 240, ""model__reg_lambda"": 2.0, ""model__subsample"": 0.9}",108,108,36
condicao_genotipo,15,7,jitter,Random Forest,1,0.49965844727454634,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 1, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,15,7,jitter,Random Forest,2,0.44512951790983835,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,15,7,jitter,Random Forest,3,0.3819284881784882,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,15,7,jitter,Random Forest,4,0.4125488292536348,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,15,7,jitter,SVM (RBF),1,0.5691220440505338,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,15,7,jitter,SVM (RBF),2,0.46979105960238454,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,15,7,jitter,SVM (RBF),3,0.3983280064162417,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,15,7,jitter,SVM (RBF),4,0.4498778438910017,"{""model__C"": 1.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,15,7,jitter,LDA,1,0.5676923298520395,"{""model__shrinkage"": 0.05}",108,432,36
condicao_genotipo,15,7,jitter,LDA,2,0.47275905508170957,"{""model__shrinkage"": 0.05}",108,432,36
condicao_genotipo,15,7,jitter,LDA,3,0.37770869546764685,"{""model__shrinkage"": ""auto""}",108,432,36
condicao_genotipo,15,7,jitter,LDA,4,0.405570818070818,"{""model__shrinkage"": 0.05}",108,432,36
condicao_genotipo,15,7,jitter,XGBoost,1,0.48931535512417856,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 240, ""model__reg_lambda"": 2.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,15,7,jitter,XGBoost,2,0.42087405213801765,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,15,7,jitter,XGBoost,3,0.3613790722481443,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 240, ""model__reg_lambda"": 2.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,15,7,jitter,XGBoost,4,0.36890894212202596,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 240, ""model__reg_lambda"": 2.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,15,7,mixup,Random Forest,1,0.5156879080098895,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 1, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,15,7,mixup,Random Forest,2,0.43364988697806034,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 1, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,15,7,mixup,Random Forest,3,0.38685774001176476,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,15,7,mixup,Random Forest,4,0.4073050562854036,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,15,7,mixup,SVM (RBF),1,0.540563177076335,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,15,7,mixup,SVM (RBF),2,0.446806062492337,"{""model__C"": 1.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,15,7,mixup,SVM (RBF),3,0.4145908538062597,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,15,7,mixup,SVM (RBF),4,0.46634493144790623,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,15,7,mixup,LDA,1,0.5748990721981007,"{""model__shrinkage"": 0.05}",108,432,36
condicao_genotipo,15,7,mixup,LDA,2,0.5042950627628047,"{""model__shrinkage"": 0.05}",108,432,36
condicao_genotipo,15,7,mixup,LDA,3,0.3787867246584501,"{""model__shrinkage"": 0.05}",108,432,36
condicao_genotipo,15,7,mixup,LDA,4,0.4014641427800657,"{""model__shrinkage"": ""auto""}",108,432,36
condicao_genotipo,15,7,mixup,XGBoost,1,0.48934371184371184,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,15,7,mixup,XGBoost,2,0.4238828502415459,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,15,7,mixup,XGBoost,3,0.4182835495073336,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,15,7,mixup,XGBoost,4,0.35714352655142123,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,20,7,baseline,Random Forest,1,0.5034783564388827,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,108,36
condicao_genotipo,20,7,baseline,Random Forest,2,0.4692553060974113,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,108,36
condicao_genotipo,20,7,baseline,Random Forest,3,0.40885313624284214,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,108,36
condicao_genotipo,20,7,baseline,Random Forest,4,0.3913537501781209,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,108,36
condicao_genotipo,20,7,baseline,SVM (RBF),1,0.5796311350232919,"{""model__C"": 1.0, ""model__gamma"": ""scale""}",108,108,36
condicao_genotipo,20,7,baseline,SVM (RBF),2,0.46719974872148784,"{""model__C"": 1.0, ""model__gamma"": ""scale""}",108,108,36
condicao_genotipo,20,7,baseline,SVM (RBF),3,0.3767197106012895,"{""model__C"": 1.0, ""model__gamma"": ""scale""}",108,108,36
condicao_genotipo,20,7,baseline,SVM (RBF),4,0.46290804468436053,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,108,36
condicao_genotipo,20,7,baseline,LDA,1,0.5686589558186654,"{""model__shrinkage"": 0.05}",108,108,36
condicao_genotipo,20,7,baseline,LDA,2,0.4717916167229669,"{""model__shrinkage"": 0.05}",108,108,36
condicao_genotipo,20,7,baseline,LDA,3,0.37770869546764685,"{""model__shrinkage"": 0.05}",108,108,36
condicao_genotipo,20,7,baseline,LDA,4,0.405570818070818,"{""model__shrinkage"": 0.05}",108,108,36
condicao_genotipo,20,7,baseline,XGBoost,1,0.4718220408488278,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,108,36
condicao_genotipo,20,7,baseline,XGBoost,2,0.4383332549093419,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,108,36
condicao_genotipo,20,7,baseline,XGBoost,3,0.3857286382219639,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 240, ""model__reg_lambda"": 2.0, ""model__subsample"": 0.9}",108,108,36
condicao_genotipo,20,7,baseline,XGBoost,4,0.4103174603174603,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 240, ""model__reg_lambda"": 2.0, ""model__subsample"": 0.9}",108,108,36
condicao_genotipo,20,7,jitter,Random Forest,1,0.49965844727454634,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 1, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,20,7,jitter,Random Forest,2,0.44512951790983835,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,20,7,jitter,Random Forest,3,0.3819284881784882,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,20,7,jitter,Random Forest,4,0.4125488292536348,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo,20,7,jitter,SVM (RBF),1,0.5691220440505338,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,20,7,jitter,SVM (RBF),2,0.46979105960238454,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,20,7,jitter,SVM (RBF),3,0.3983280064162417,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,20,7,jitter,SVM (RBF),4,0.4498778438910017,"{""model__C"": 1.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo,20,7,jitter,LDA,1,0.5676923298520395,"{""model__shrinkage"": 0.05}",108,432,36
condicao_genotipo,20,7,jitter,LDA,2,0.47275905508170957,"{""model__shrinkage"": 0.05}",108,432,36
condicao_genotipo,20,7,jitter,LDA,3,0.37770869546764685,"{""model__shrinkage"": ""auto""}",108,432,36
condicao_genotipo,20,7,jitter,LDA,4,0.405570818070818,"{""model__shrinkage"": 0.05}",108,432,36
condicao_genotipo,20,7,jitter,XGBoost,1,0.48931535512417856,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 240, ""model__reg_lambda"": 2.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,20,7,jitter,XGBoost,2,0.42087405213801765,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,20,7,jitter,XGBoost,3,0.3613790722481443,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 240, ""model__reg_lambda"": 2.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo,20,7,jitter,XGBoost,4,0.36890894212202596,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 240, ""model__reg_lambda"": 2.0, ""model__subsample"": 0.9}",108,432,36
