target,top_n_requested,n_features_after_pruning,variant,model,classe,classe_codigo,precision,recall,f1,support
condicao_genotipo,8,8,jitter,XGBoost,IRR|BR16,0,0.5882352941176471,0.4166666666666667,0.4878048780487805,24
condicao_genotipo,8,8,jitter,XGBoost,IRR|CD202,1,0.4583333333333333,0.4583333333333333,0.4583333333333333,24
condicao_genotipo,8,8,jitter,XGBoost,IRR|EMB48,2,0.46875,0.625,0.5357142857142857,24
condicao_genotipo,8,8,jitter,XGBoost,NIRR|BR16,3,0.8095238095238095,0.7083333333333334,0.7555555555555555,24
condicao_genotipo,8,8,jitter,XGBoost,NIRR|CD202,4,0.5,0.625,0.5555555555555556,24
condicao_genotipo,8,8,jitter,XGBoost,NIRR|EMB48,5,0.6,0.5,0.5454545454545454,24
condicao_genotipo,8,8,mixup,Random Forest,IRR|BR16,0,0.52,0.5416666666666666,0.5306122448979592,24
condicao_genotipo,8,8,mixup,Random Forest,IRR|CD202,1,0.4,0.25,0.3076923076923077,24
condicao_genotipo,8,8,mixup,Random Forest,IRR|EMB48,2,0.4666666666666667,0.5833333333333334,0.5185185185185185,24
condicao_genotipo,8,8,mixup,Random Forest,NIRR|BR16,3,0.68,0.7083333333333334,0.6938775510204082,24
condicao_genotipo,8,8,mixup,Random Forest,NIRR|CD202,4,0.41935483870967744,0.5416666666666666,0.4727272727272727,24
condicao_genotipo,8,8,mixup,Random Forest,NIRR|EMB48,5,0.7222222222222222,0.5416666666666666,0.6190476190476191,24
condicao_genotipo,8,8,mixup,SVM (RBF),IRR|BR16,0,0.631578947368421,0.5,0.5581395348837209,24
condicao_genotipo,8,8,mixup,SVM (RBF),IRR|CD202,1,0.3125,0.20833333333333334,0.25,24
condicao_genotipo,8,8,mixup,SVM (RBF),IRR|EMB48,2,0.46875,0.625,0.5357142857142857,24
condicao_genotipo,8,8,mixup,SVM (RBF),NIRR|BR16,3,0.75,0.75,0.75,24
condicao_genotipo,8,8,mixup,SVM (RBF),NIRR|CD202,4,0.4473684210526316,0.7083333333333334,0.5483870967741935,24
condicao_genotipo,8,8,mixup,SVM (RBF),NIRR|EMB48,5,0.8,0.5,0.6153846153846154,24
condicao_genotipo,8,8,mixup,LDA,IRR|BR16,0,0.6666666666666666,0.5,0.5714285714285714,24
condicao_genotipo,8,8,mixup,LDA,IRR|CD202,1,0.4166666666666667,0.20833333333333334,0.2777777777777778,24
condicao_genotipo,8,8,mixup,LDA,IRR|EMB48,2,0.46875,0.625,0.5357142857142857,24
condicao_genotipo,8,8,mixup,LDA,NIRR|BR16,3,0.68,0.7083333333333334,0.6938775510204082,24
condicao_genotipo,8,8,mixup,LDA,NIRR|CD202,4,0.4,0.6666666666666666,0.5,24
condicao_genotipo,8,8,mixup,LDA,NIRR|EMB48,5,0.7647058823529411,0.5416666666666666,0.6341463414634146,24
condicao_genotipo,8,8,mixup,XGBoost,IRR|BR16,0,0.5172413793103449,0.625,0.5660377358490566,24
condicao_genotipo,8,8,mixup,XGBoost,IRR|CD202,1,0.375,0.25,0.3,24
condicao_genotipo,8,8,mixup,XGBoost,IRR|EMB48,2,0.4827586206896552,0.5833333333333334,0.5283018867924528,24
condicao_genotipo,8,8,mixup,XGBoost,NIRR|BR16,3,0.7142857142857143,0.625,0.6666666666666666,24
condicao_genotipo,8,8,mixup,XGBoost,NIRR|CD202,4,0.5217391304347826,0.5,0.5106382978723404,24
condicao_genotipo,8,8,mixup,XGBoost,NIRR|EMB48,5,0.5769230769230769,0.625,0.6,24
condicao_genotipo,10,6,baseline,Random Forest,IRR|BR16,0,0.5,0.5,0.5,24
condicao_genotipo,10,6,baseline,Random Forest,IRR|CD202,1,0.3684210526315789,0.2916666666666667,0.32558139534883723,24
condicao_genotipo,10,6,baseline,Random Forest,IRR|EMB48,2,0.5185185185185185,0.5833333333333334,0.5490196078431373,24
condicao_genotipo,10,6,baseline,Random Forest,NIRR|BR16,3,0.7391304347826086,0.7083333333333334,0.723404255319149,24
condicao_genotipo,10,6,baseline,Random Forest,NIRR|CD202,4,0.4666666666666667,0.5833333333333334,0.5185185185185185,24
condicao_genotipo,10,6,baseline,Random Forest,NIRR|EMB48,5,0.5714285714285714,0.5,0.5333333333333333,24
condicao_genotipo,10,6,baseline,SVM (RBF),IRR|BR16,0,0.6818181818181818,0.625,0.6521739130434783,24
condicao_genotipo,10,6,baseline,SVM (RBF),IRR|CD202,1,0.5833333333333334,0.2916666666666667,0.3888888888888889,24
condicao_genotipo,10,6,baseline,SVM (RBF),IRR|EMB48,2,0.4857142857142857,0.7083333333333334,0.576271186440678,24
condicao_genotipo,10,6,baseline,SVM (RBF),NIRR|BR16,3,0.7391304347826086,0.7083333333333334,0.723404255319149,24
condicao_genotipo,10,6,baseline,SVM (RBF),NIRR|CD202,4,0.4594594594594595,0.7083333333333334,0.5573770491803278,24
condicao_genotipo,10,6,baseline,SVM (RBF),NIRR|EMB48,5,0.8666666666666667,0.5416666666666666,0.6666666666666666,24
condicao_genotipo,10,6,baseline,LDA,IRR|BR16,0,0.6666666666666666,0.5833333333333334,0.6222222222222222,24
condicao_genotipo,10,6,baseline,LDA,IRR|CD202,1,0.5882352941176471,0.4166666666666667,0.4878048780487805,24
condicao_genotipo,10,6,baseline,LDA,IRR|EMB48,2,0.56,0.5833333333333334,0.5714285714285714,24
condicao_genotipo,10,6,baseline,LDA,NIRR|BR16,3,0.68,0.7083333333333334,0.6938775510204082,24
condicao_genotipo,10,6,baseline,LDA,NIRR|CD202,4,0.43243243243243246,0.6666666666666666,0.5245901639344263,24
condicao_genotipo,10,6,baseline,LDA,NIRR|EMB48,5,0.7368421052631579,0.5833333333333334,0.6511627906976745,24
condicao_genotipo,10,6,baseline,XGBoost,IRR|BR16,0,0.5384615384615384,0.5833333333333334,0.56,24
condicao_genotipo,10,6,baseline,XGBoost,IRR|CD202,1,0.3888888888888889,0.2916666666666667,0.3333333333333333,24
condicao_genotipo,10,6,baseline,XGBoost,IRR|EMB48,2,0.5172413793103449,0.625,0.5660377358490566,24
condicao_genotipo,10,6,baseline,XGBoost,NIRR|BR16,3,0.8,0.6666666666666666,0.7272727272727273,24
condicao_genotipo,10,6,baseline,XGBoost,NIRR|CD202,4,0.48,0.5,0.4897959183673469,24
condicao_genotipo,10,6,baseline,XGBoost,NIRR|EMB48,5,0.46153846153846156,0.5,0.48,24
condicao_genotipo,10,6,jitter,Random Forest,IRR|BR16,0,0.6363636363636364,0.5833333333333334,0.6086956521739131,24
condicao_genotipo,10,6,jitter,Random Forest,IRR|CD202,1,0.3333333333333333,0.2916666666666667,0.3111111111111111,24
condicao_genotipo,10,6,jitter,Random Forest,IRR|EMB48,2,0.43333333333333335,0.5416666666666666,0.48148148148148145,24
condicao_genotipo,10,6,jitter,Random Forest,NIRR|BR16,3,0.64,0.6666666666666666,0.6530612244897959,24
condicao_genotipo,10,6,jitter,Random Forest,NIRR|CD202,4,0.4642857142857143,0.5416666666666666,0.5,24
condicao_genotipo,10,6,jitter,Random Forest,NIRR|EMB48,5,0.6111111111111112,0.4583333333333333,0.5238095238095238,24
condicao_genotipo,10,6,jitter,SVM (RBF),IRR|BR16,0,0.7272727272727273,0.6666666666666666,0.6956521739130435,24
condicao_genotipo,10,6,jitter,SVM (RBF),IRR|CD202,1,0.5,0.4166666666666667,0.45454545454545453,24
condicao_genotipo,10,6,jitter,SVM (RBF),IRR|EMB48,2,0.4838709677419355,0.625,0.5454545454545454,24
condicao_genotipo,10,6,jitter,SVM (RBF),NIRR|BR16,3,0.8181818181818182,0.75,0.782608695652174,24
condicao_genotipo,10,6,jitter,SVM (RBF),NIRR|CD202,4,0.48484848484848486,0.6666666666666666,0.5614035087719298,24
condicao_genotipo,10,6,jitter,SVM (RBF),NIRR|EMB48,5,0.8125,0.5416666666666666,0.65,24
condicao_genotipo,10,6,jitter,LDA,IRR|BR16,0,0.6666666666666666,0.5833333333333334,0.6222222222222222,24
condicao_genotipo,10,6,jitter,LDA,IRR|CD202,1,0.6,0.375,0.46153846153846156,24
condicao_genotipo,10,6,jitter,LDA,IRR|EMB48,2,0.5384615384615384,0.5833333333333334,0.56,24
condicao_genotipo,10,6,jitter,LDA,NIRR|BR16,3,0.68,0.7083333333333334,0.6938775510204082,24
condicao_genotipo,10,6,jitter,LDA,NIRR|CD202,4,0.4473684210526316,0.7083333333333334,0.5483870967741935,24
condicao_genotipo,10,6,jitter,LDA,NIRR|EMB48,5,0.7368421052631579,0.5833333333333334,0.6511627906976745,24
condicao_genotipo,10,6,jitter,XGBoost,IRR|BR16,0,0.6666666666666666,0.5,0.5714285714285714,24
condicao_genotipo,10,6,jitter,XGBoost,IRR|CD202,1,0.4230769230769231,0.4583333333333333,0.44,24
condicao_genotipo,10,6,jitter,XGBoost,IRR|EMB48,2,0.45161290322580644,0.5833333333333334,0.509090909090909,24
condicao_genotipo,10,6,jitter,XGBoost,NIRR|BR16,3,0.7391304347826086,0.7083333333333334,0.723404255319149,24
condicao_genotipo,10,6,jitter,XGBoost,NIRR|CD202,4,0.4642857142857143,0.5416666666666666,0.5,24
condicao_genotipo,10,6,jitter,XGBoost,NIRR|EMB48,5,0.6111111111111112,0.4583333333333333,0.5238095238095238,24
condicao_genotipo,10,6,mixup,Random Forest,IRR|BR16,0,0.5833333333333334,0.5833333333333334,0.5833333333333334,24
condicao_genotipo,10,6,mixup,Random Forest,IRR|CD202,1,0.3333333333333333,0.20833333333333334,0.2564102564102564,24
condicao_genotipo,10,6,mixup,Random Forest,IRR|EMB48,2,0.5,0.6666666666666666,0.5714285714285714,24
condicao_genotipo,10,6,mixup,Random Forest,NIRR|BR16,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,24
condicao_genotipo,10,6,mixup,Random Forest,NIRR|CD202,4,0.42857142857142855,0.5,0.46153846153846156,24
condicao_genotipo,10,6,mixup,Random Forest,NIRR|EMB48,5,0.6190476190476191,0.5416666666666666,0.5777777777777777,24
condicao_genotipo,10,6,mixup,SVM (RBF),IRR|BR16,0,0.65,0.5416666666666666,0.5909090909090909,24
condicao_genotipo,10,6,mixup,SVM (RBF),IRR|CD202,1,0.4666666666666667,0.2916666666666667,0.358974358974359,24
condicao_genotipo,10,6,mixup,SVM (RBF),IRR|EMB48,2,0.45714285714285713,0.6666666666666666,0.5423728813559322,24
condicao_genotipo,10,6,mixup,SVM (RBF),NIRR|BR16,3,0.8095238095238095,0.7083333333333334,0.7555555555555555,24
condicao_genotipo,10,6,mixup,SVM (RBF),NIRR|CD202,4,0.4722222222222222,0.7083333333333334,0.5666666666666667,24
condicao_genotipo,10,6,mixup,SVM (RBF),NIRR|EMB48,5,0.8235294117647058,0.5833333333333334,0.6829268292682927,24
condicao_genotipo,10,6,mixup,LDA,IRR|BR16,0,0.65,0.5416666666666666,0.5909090909090909,24
condicao_genotipo,10,6,mixup,LDA,IRR|CD202,1,0.38461538461538464,0.20833333333333334,0.2702702702702703,24
condicao_genotipo,10,6,mixup,LDA,IRR|EMB48,2,0.45161290322580644,0.5833333333333334,0.509090909090909,24
condicao_genotipo,10,6,mixup,LDA,NIRR|BR16,3,0.64,0.6666666666666666,0.6530612244897959,24
condicao_genotipo,10,6,mixup,LDA,NIRR|CD202,4,0.43243243243243246,0.6666666666666666,0.5245901639344263,24
condicao_genotipo,10,6,mixup,LDA,NIRR|EMB48,5,0.7777777777777778,0.5833333333333334,0.6666666666666666,24
condicao_genotipo,10,6,mixup,XGBoost,IRR|BR16,0,0.6086956521739131,0.5833333333333334,0.5957446808510638,24
condicao_genotipo,10,6,mixup,XGBoost,IRR|CD202,1,0.36363636363636365,0.3333333333333333,0.34782608695652173,24
condicao_genotipo,10,6,mixup,XGBoost,IRR|EMB48,2,0.5172413793103449,0.625,0.5660377358490566,24
condicao_genotipo,10,6,mixup,XGBoost,NIRR|BR16,3,0.7272727272727273,0.6666666666666666,0.6956521739130435,24
condicao_genotipo,10,6,mixup,XGBoost,NIRR|CD202,4,0.48,0.5,0.4897959183673469,24
condicao_genotipo,10,6,mixup,XGBoost,NIRR|EMB48,5,0.6086956521739131,0.5833333333333334,0.5957446808510638,24
condicao_genotipo,15,7,baseline,Random Forest,IRR|BR16,0,0.48148148148148145,0.5416666666666666,0.5098039215686274,24
condicao_genotipo,15,7,baseline,Random Forest,IRR|CD202,1,0.3125,0.20833333333333334,0.25,24
condicao_genotipo,15,7,baseline,Random Forest,IRR|EMB48,2,0.4642857142857143,0.5416666666666666,0.5,24
condicao_genotipo,15,7,baseline,Random Forest,NIRR|BR16,3,0.7391304347826086,0.7083333333333334,0.723404255319149,24
condicao_genotipo,15,7,baseline,Random Forest,NIRR|CD202,4,0.4482758620689655,0.5416666666666666,0.49056603773584906,24
condicao_genotipo,15,7,baseline,Random Forest,NIRR|EMB48,5,0.5714285714285714,0.5,0.5333333333333333,24
condicao_genotipo,15,7,baseline,SVM (RBF),IRR|BR16,0,0.6,0.625,0.6122448979591837,24
condicao_genotipo,15,7,baseline,SVM (RBF),IRR|CD202,1,0.6666666666666666,0.16666666666666666,0.26666666666666666,24
condicao_genotipo,15,7,baseline,SVM (RBF),IRR|EMB48,2,0.4864864864864865,0.75,0.5901639344262295,24
condicao_genotipo,15,7,baseline,SVM (RBF),NIRR|BR16,3,0.7272727272727273,0.6666666666666666,0.6956521739130435,24
condicao_genotipo,15,7,baseline,SVM (RBF),NIRR|CD202,4,0.45,0.75,0.5625,24
condicao_genotipo,15,7,baseline,SVM (RBF),NIRR|EMB48,5,0.9285714285714286,0.5416666666666666,0.6842105263157895,24
condicao_genotipo,15,7,baseline,LDA,IRR|BR16,0,0.6666666666666666,0.5833333333333334,0.6222222222222222,24
condicao_genotipo,15,7,baseline,LDA,IRR|CD202,1,0.5625,0.375,0.45,24
condicao_genotipo,15,7,baseline,LDA,IRR|EMB48,2,0.5384615384615384,0.5833333333333334,0.56,24
condicao_genotipo,15,7,baseline,LDA,NIRR|BR16,3,0.68,0.7083333333333334,0.6938775510204082,24
condicao_genotipo,15,7,baseline,LDA,NIRR|CD202,4,0.43243243243243246,0.6666666666666666,0.5245901639344263,24
condicao_genotipo,15,7,baseline,LDA,NIRR|EMB48,5,0.7368421052631579,0.5833333333333334,0.6511627906976745,24
condicao_genotipo,15,7,baseline,XGBoost,IRR|BR16,0,0.5416666666666666,0.5416666666666666,0.5416666666666666,24
condicao_genotipo,15,7,baseline,XGBoost,IRR|CD202,1,0.3157894736842105,0.25,0.27906976744186046,24
condicao_genotipo,15,7,baseline,XGBoost,IRR|EMB48,2,0.4666666666666667,0.5833333333333334,0.5185185185185185,24
condicao_genotipo,15,7,baseline,XGBoost,NIRR|BR16,3,0.8,0.6666666666666666,0.7272727272727273,24
condicao_genotipo,15,7,baseline,XGBoost,NIRR|CD202,4,0.46153846153846156,0.5,0.48,24
condicao_genotipo,15,7,baseline,XGBoost,NIRR|EMB48,5,0.56,0.5833333333333334,0.5714285714285714,24
condicao_genotipo,15,7,jitter,Random Forest,IRR|BR16,0,0.6,0.625,0.6122448979591837,24
condicao_genotipo,15,7,jitter,Random Forest,IRR|CD202,1,0.42857142857142855,0.25,0.3157894736842105,24
condicao_genotipo,15,7,jitter,Random Forest,IRR|EMB48,2,0.47058823529411764,0.6666666666666666,0.5517241379310345,24
condicao_genotipo,15,7,jitter,Random Forest,NIRR|BR16,3,0.7272727272727273,0.6666666666666666,0.6956521739130435,24
condicao_genotipo,15,7,jitter,Random Forest,NIRR|CD202,4,0.4375,0.5833333333333334,0.5,24
condicao_genotipo,15,7,jitter,Random Forest,NIRR|EMB48,5,0.7058823529411765,0.5,0.5853658536585366,24
condicao_genotipo,15,7,jitter,SVM (RBF),IRR|BR16,0,0.6923076923076923,0.75,0.72,24
condicao_genotipo,15,7,jitter,SVM (RBF),IRR|CD202,1,0.4,0.25,0.3076923076923077,24
condicao_genotipo,15,7,jitter,SVM (RBF),IRR|EMB48,2,0.4666666666666667,0.5833333333333334,0.5185185185185185,24
condicao_genotipo,15,7,jitter,SVM (RBF),NIRR|BR16,3,0.8095238095238095,0.7083333333333334,0.7555555555555555,24
condicao_genotipo,15,7,jitter,SVM (RBF),NIRR|CD202,4,0.46875,0.625,0.5357142857142857,24
condicao_genotipo,15,7,jitter,SVM (RBF),NIRR|EMB48,5,0.6,0.5,0.5454545454545454,24
condicao_genotipo,15,7,jitter,LDA,IRR|BR16,0,0.6666666666666666,0.5833333333333334,0.6222222222222222,24
condicao_genotipo,15,7,jitter,LDA,IRR|CD202,1,0.5333333333333333,0.3333333333333333,0.41025641025641024,24
condicao_genotipo,15,7,jitter,LDA,IRR|EMB48,2,0.5185185185185185,0.5833333333333334,0.5490196078431373,24
condicao_genotipo,15,7,jitter,LDA,NIRR|BR16,3,0.68,0.7083333333333334,0.6938775510204082,24
condicao_genotipo,15,7,jitter,LDA,NIRR|CD202,4,0.4444444444444444,0.6666666666666666,0.5333333333333333,24
condicao_genotipo,15,7,jitter,LDA,NIRR|EMB48,5,0.75,0.625,0.6818181818181818,24
condicao_genotipo,15,7,jitter,XGBoost,IRR|BR16,0,0.6086956521739131,0.5833333333333334,0.5957446808510638,24
condicao_genotipo,15,7,jitter,XGBoost,IRR|CD202,1,0.43478260869565216,0.4166666666666667,0.425531914893617,24
condicao_genotipo,15,7,jitter,XGBoost,IRR|EMB48,2,0.5,0.5833333333333334,0.5384615384615384,24
condicao_genotipo,15,7,jitter,XGBoost,NIRR|BR16,3,0.7619047619047619,0.6666666666666666,0.7111111111111111,24
condicao_genotipo,15,7,jitter,XGBoost,NIRR|CD202,4,0.5384615384615384,0.5833333333333334,0.56,24
condicao_genotipo,15,7,jitter,XGBoost,NIRR|EMB48,5,0.6086956521739131,0.5833333333333334,0.5957446808510638,24
condicao_genotipo,15,7,mixup,Random Forest,IRR|BR16,0,0.5,0.5416666666666666,0.52,24
condicao_genotipo,15,7,mixup,Random Forest,IRR|CD202,1,0.35294117647058826,0.25,0.2926829268292683,24
condicao_genotipo,15,7,mixup,Random Forest,IRR|EMB48,2,0.5,0.5833333333333334,0.5384615384615384,24
condicao_genotipo,15,7,mixup,Random Forest,NIRR|BR16,3,0.6956521739130435,0.6666666666666666,0.6808510638297872,24
condicao_genotipo,15,7,mixup,Random Forest,NIRR|CD202,4,0.48148148148148145,0.5416666666666666,0.5098039215686274,24
condicao_genotipo,15,7,mixup,Random Forest,NIRR|EMB48,5,0.6086956521739131,0.5833333333333334,0.5957446808510638,24
condicao_genotipo,15,7,mixup,SVM (RBF),IRR|BR16,0,0.6666666666666666,0.5833333333333334,0.6222222222222222,24
condicao_genotipo,15,7,mixup,SVM (RBF),IRR|CD202,1,0.35294117647058826,0.25,0.2926829268292683,24
condicao_genotipo,15,7,mixup,SVM (RBF),IRR|EMB48,2,0.46875,0.625,0.5357142857142857,24
condicao_genotipo,15,7,mixup,SVM (RBF),NIRR|BR16,3,0.7727272727272727,0.7083333333333334,0.7391304347826086,24
condicao_genotipo,15,7,mixup,SVM (RBF),NIRR|CD202,4,0.4444444444444444,0.6666666666666666,0.5333333333333333,24
condicao_genotipo,15,7,mixup,SVM (RBF),NIRR|EMB48,5,0.8125,0.5416666666666666,0.65,24
condicao_genotipo,15,7,mixup,LDA,IRR|BR16,0,0.6666666666666666,0.5,0.5714285714285714,24
condicao_genotipo,15,7,mixup,LDA,IRR|CD202,1,0.45454545454545453,0.20833333333333334,0.2857142857142857,24
condicao_genotipo,15,7,mixup,LDA,IRR|EMB48,2,0.45454545454545453,0.625,0.5263157894736842,24
condicao_genotipo,15,7,mixup,LDA,NIRR|BR16,3,0.68,0.7083333333333334,0.6938775510204082,24
condicao_genotipo,15,7,mixup,LDA,NIRR|CD202,4,0.41025641025641024,0.6666666666666666,0.5079365079365079,24
condicao_genotipo,15,7,mixup,LDA,NIRR|EMB48,5,0.7777777777777778,0.5833333333333334,0.6666666666666666,24
condicao_genotipo,15,7,mixup,XGBoost,IRR|BR16,0,0.56,0.5833333333333334,0.5714285714285714,24
condicao_genotipo,15,7,mixup,XGBoost,IRR|CD202,1,0.3333333333333333,0.25,0.2857142857142857,24
condicao_genotipo,15,7,mixup,XGBoost,IRR|EMB48,2,0.5172413793103449,0.625,0.5660377358490566,24
condicao_genotipo,15,7,mixup,XGBoost,NIRR|BR16,3,0.7391304347826086,0.7083333333333334,0.723404255319149,24
condicao_genotipo,15,7,mixup,XGBoost,NIRR|CD202,4,0.5,0.5,0.5,24
condicao_genotipo,15,7,mixup,XGBoost,NIRR|EMB48,5,0.56,0.5833333333333334,0.5714285714285714,24
condicao_genotipo,20,7,baseline,Random Forest,IRR|BR16,0,0.48148148148148145,0.5416666666666666,0.5098039215686274,24
condicao_genotipo,20,7,baseline,Random Forest,IRR|CD202,1,0.3125,0.20833333333333334,0.25,24
condicao_genotipo,20,7,baseline,Random Forest,IRR|EMB48,2,0.4642857142857143,0.5416666666666666,0.5,24
condicao_genotipo,20,7,baseline,Random Forest,NIRR|BR16,3,0.7391304347826086,0.7083333333333334,0.723404255319149,24
condicao_genotipo,20,7,baseline,Random Forest,NIRR|CD202,4,0.4482758620689655,0.5416666666666666,0.49056603773584906,24
condicao_genotipo,20,7,baseline,Random Forest,NIRR|EMB48,5,0.5714285714285714,0.5,0.5333333333333333,24
condicao_genotipo,20,7,baseline,SVM (RBF),IRR|BR16,0,0.6,0.625,0.6122448979591837,24
condicao_genotipo,20,7,baseline,SVM (RBF),IRR|CD202,1,0.6666666666666666,0.16666666666666666,0.26666666666666666,24
condicao_genotipo,20,7,baseline,SVM (RBF),IRR|EMB48,2,0.4864864864864865,0.75,0.5901639344262295,24
condicao_genotipo,20,7,baseline,SVM (RBF),NIRR|BR16,3,0.7272727272727273,0.6666666666666666,0.6956521739130435,24
condicao_genotipo,20,7,baseline,SVM (RBF),NIRR|CD202,4,0.45,0.75,0.5625,24
condicao_genotipo,20,7,baseline,SVM (RBF),NIRR|EMB48,5,0.9285714285714286,0.5416666666666666,0.6842105263157895,24
condicao_genotipo,20,7,baseline,LDA,IRR|BR16,0,0.6666666666666666,0.5833333333333334,0.6222222222222222,24
condicao_genotipo,20,7,baseline,LDA,IRR|CD202,1,0.5625,0.375,0.45,24
condicao_genotipo,20,7,baseline,LDA,IRR|EMB48,2,0.5384615384615384,0.5833333333333334,0.56,24
condicao_genotipo,20,7,baseline,LDA,NIRR|BR16,3,0.68,0.7083333333333334,0.6938775510204082,24
condicao_genotipo,20,7,baseline,LDA,NIRR|CD202,4,0.43243243243243246,0.6666666666666666,0.5245901639344263,24
condicao_genotipo,20,7,baseline,LDA,NIRR|EMB48,5,0.7368421052631579,0.5833333333333334,0.6511627906976745,24
condicao_genotipo,20,7,baseline,XGBoost,IRR|BR16,0,0.5416666666666666,0.5416666666666666,0.5416666666666666,24
condicao_genotipo,20,7,baseline,XGBoost,IRR|CD202,1,0.3157894736842105,0.25,0.27906976744186046,24
condicao_genotipo,20,7,baseline,XGBoost,IRR|EMB48,2,0.4666666666666667,0.5833333333333334,0.5185185185185185,24
condicao_genotipo,20,7,baseline,XGBoost,NIRR|BR16,3,0.8,0.6666666666666666,0.7272727272727273,24
condicao_genotipo,20,7,baseline,XGBoost,NIRR|CD202,4,0.46153846153846156,0.5,0.48,24
condicao_genotipo,20,7,baseline,XGBoost,NIRR|EMB48,5,0.56,0.5833333333333334,0.5714285714285714,24
condicao_genotipo,20,7,jitter,Random Forest,IRR|BR16,0,0.6,0.625,0.6122448979591837,24
condicao_genotipo,20,7,jitter,Random Forest,IRR|CD202,1,0.42857142857142855,0.25,0.3157894736842105,24
condicao_genotipo,20,7,jitter,Random Forest,IRR|EMB48,2,0.47058823529411764,0.6666666666666666,0.5517241379310345,24
condicao_genotipo,20,7,jitter,Random Forest,NIRR|BR16,3,0.7272727272727273,0.6666666666666666,0.6956521739130435,24
condicao_genotipo,20,7,jitter,Random Forest,NIRR|CD202,4,0.4375,0.5833333333333334,0.5,24
condicao_genotipo,20,7,jitter,Random Forest,NIRR|EMB48,5,0.7058823529411765,0.5,0.5853658536585366,24
condicao_genotipo,20,7,jitter,SVM (RBF),IRR|BR16,0,0.6923076923076923,0.75,0.72,24
condicao_genotipo,20,7,jitter,SVM (RBF),IRR|CD202,1,0.4,0.25,0.3076923076923077,24
condicao_genotipo,20,7,jitter,SVM (RBF),IRR|EMB48,2,0.4666666666666667,0.5833333333333334,0.5185185185185185,24
condicao_genotipo,20,7,jitter,SVM (RBF),NIRR|BR16,3,0.8095238095238095,0.7083333333333334,0.7555555555555555,24
condicao_genotipo,20,7,jitter,SVM (RBF),NIRR|CD202,4,0.46875,0.625,0.5357142857142857,24
condicao_genotipo,20,7,jitter,SVM (RBF),NIRR|EMB48,5,0.6,0.5,0.5454545454545454,24
condicao_genotipo,20,7,jitter,LDA,IRR|BR16,0,0.6666666666666666,0.5833333333333334,0.6222222222222222,24
condicao_genotipo,20,7,jitter,LDA,IRR|CD202,1,0.5333333333333333,0.3333333333333333,0.41025641025641024,24
condicao_genotipo,20,7,jitter,LDA,IRR|EMB48,2,0.5185185185185185,0.5833333333333334,0.5490196078431373,24
condicao_genotipo,20,7,jitter,LDA,NIRR|BR16,3,0.68,0.7083333333333334,0.6938775510204082,24
condicao_genotipo,20,7,jitter,LDA,NIRR|CD202,4,0.4444444444444444,0.6666666666666666,0.5333333333333333,24
condicao_genotipo,20,7,jitter,LDA,NIRR|EMB48,5,0.75,0.625,0.6818181818181818,24
condicao_genotipo,20,7,jitter,XGBoost,IRR|BR16,0,0.6086956521739131,0.5833333333333334,0.5957446808510638,24
condicao_genotipo,20,7,jitter,XGBoost,IRR|CD202,1,0.43478260869565216,0.4166666666666667,0.425531914893617,24
condicao_genotipo,20,7,jitter,XGBoost,IRR|EMB48,2,0.5,0.5833333333333334,0.5384615384615384,24
condicao_genotipo,20,7,jitter,XGBoost,NIRR|BR16,3,0.7619047619047619,0.6666666666666666,0.7111111111111111,24
condicao_genotipo,20,7,jitter,XGBoost,NIRR|CD202,4,0.5384615384615384,0.5833333333333334,0.56,24
condicao_genotipo,20,7,jitter,XGBoost,NIRR|EMB48,5,0.6086956521739131,0.5833333333333334,0.5957446808510638,24
condicao_genotipo,20,7,mixup,Random Forest,IRR|BR16,0,0.5,0.5416666666666666,0.52,24
condicao_genotipo,20,7,mixup,Random Forest,IRR|CD202,1,0.35294117647058826,0.25,0.2926829268292683,24
condicao_genotipo,20,7,mixup,Random Forest,IRR|EMB48,2,0.5,0.5833333333333334,0.5384615384615384,24
condicao_genotipo,20,7,mixup,Random Forest,NIRR|BR16,3,0.6956521739130435,0.6666666666666666,0.6808510638297872,24
condicao_genotipo,20,7,mixup,Random Forest,NIRR|CD202,4,0.48148148148148145,0.5416666666666666,0.5098039215686274,24
condicao_genotipo,20,7,mixup,Random Forest,NIRR|EMB48,5,0.6086956521739131,0.5833333333333334,0.5957446808510638,24
condicao_genotipo,20,7,mixup,SVM (RBF),IRR|BR16,0,0.6666666666666666,0.5833333333333334,0.6222222222222222,24
condicao_genotipo,20,7,mixup,SVM (RBF),IRR|CD202,1,0.35294117647058826,0.25,0.2926829268292683,24
condicao_genotipo,20,7,mixup,SVM (RBF),IRR|EMB48,2,0.46875,0.625,0.5357142857142857,24
condicao_genotipo,20,7,mixup,SVM (RBF),NIRR|BR16,3,0.7727272727272727,0.7083333333333334,0.7391304347826086,24
condicao_genotipo,20,7,mixup,SVM (RBF),NIRR|CD202,4,0.4444444444444444,0.6666666666666666,0.5333333333333333,24
condicao_genotipo,20,7,mixup,SVM (RBF),NIRR|EMB48,5,0.8125,0.5416666666666666,0.65,24
condicao_genotipo,20,7,mixup,LDA,IRR|BR16,0,0.6666666666666666,0.5,0.5714285714285714,24
condicao_genotipo,20,7,mixup,LDA,IRR|CD202,1,0.45454545454545453,0.20833333333333334,0.2857142857142857,24
