date_iso,date_label,morning_count,afternoon_count,pearson_r,pearson_p_value,mean_abs_diff,rmse,top_abs_diff_band,top_abs_diff_value
2017-02-23,23/02/2017,192,192,0.9999851182728423,3.399396066578258e-42,0.014198704299592713,0.014654803207138392,1652,-0.0174795676053624
2017-02-24,24/02/2017,192,192,0.999707759425191,1.474866393694077e-30,0.004589108476455576,0.004737776387263572,2280,0.007740157598926517
2017-03-02,02/03/2017,196,192,0.9993415123579776,2.2051797334844645e-27,0.008431344104259931,0.008513428595267736,1425,0.010173046525146334
