analysis_id,analysis_label,dia,cultivar,modelo,classe,classe_codigo,precision,recall,f1,support
dia2_CD202,dia2 - CD202,dia2,CD202,Random Forest,Nao irrigado,0,0.6666666666666666,0.5,0.5714285714285714,4
dia2_CD202,dia2 - CD202,dia2,CD202,Random Forest,Irrigado,1,0.6,0.75,0.6666666666666666,4
