analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia2_CD202,dia2 - CD202,dia2,CD202,Random Forest,Nao irrigado,2,2
dia2_CD202,dia2 - CD202,dia2,CD202,Random Forest,Irrigado,1,3
