analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia2_CD202,dia2 - CD202,dia2,CD202,XGBoost,Nao irrigado,0,4
dia2_CD202,dia2 - CD202,dia2,CD202,XGBoost,Irrigado,0,4
