cultivar,condicao,data_coleta_iso,dia,replicata,bloco,grupo_cv,analysis_id,analysis_label,modelo,y_true,y_pred,prob_irrigado,acertou
CD202,IRR,2017-02-23,dia2,1,B1,CD202_IRR_B1,dia2_CD202,dia2 - CD202,SVM (RBF),1,0,0.2612816789723166,False
CD202,IRR,2017-02-23,dia2,2,B2,CD202_IRR_B2,dia2_CD202,dia2 - CD202,SVM (RBF),1,1,0.11575339324413804,True
CD202,IRR,2017-02-23,dia2,3,B3,CD202_IRR_B3,dia2_CD202,dia2 - CD202,SVM (RBF),1,1,0.6627363999266749,True
CD202,IRR,2017-02-23,dia2,4,B4,CD202_IRR_B4,dia2_CD202,dia2 - CD202,SVM (RBF),1,1,0.3134590166904229,True
CD202,NIRR,2017-02-23,dia2,1,B1,CD202_NIRR_B1,dia2_CD202,dia2 - CD202,SVM (RBF),0,1,0.3375963347521208,False
CD202,NIRR,2017-02-23,dia2,2,B2,CD202_NIRR_B2,dia2_CD202,dia2 - CD202,SVM (RBF),0,0,0.17546737091784836,True
CD202,NIRR,2017-02-23,dia2,3,B3,CD202_NIRR_B3,dia2_CD202,dia2 - CD202,SVM (RBF),0,0,0.19533040455190695,True
CD202,NIRR,2017-02-23,dia2,4,B4,CD202_NIRR_B4,dia2_CD202,dia2 - CD202,SVM (RBF),0,0,0.6102324562846396,True
