target,model,classes,n_classes,n_samples,n_groups,cv_splits,n_bandas,bandas,accuracy_media,accuracy_std,balanced_accuracy_media,balanced_accuracy_std,f1_macro_media,f1_macro_std,kappa_media,kappa_std,roc_auc_media,roc_auc_std,experiment_variant,augmentation_method,copies_per_sample,noise_std_fraction,scale_range,offset_std_fraction,clip_to_train_range,analysis_source
condicao_genotipo_turno,XGBoost,IRR|BR16|manha + tarde; IRR|BR16|unico; IRR|CD202|manha + tarde; IRR|CD202|unico; IRR|EMB48|manha + tarde; IRR|EMB48|unico; NIRR|BR16|manha + tarde; NIRR|BR16|unico; NIRR|CD202|manha + tarde; NIRR|CD202|unico; NIRR|EMB48|manha + tarde; NIRR|EMB48|unico,12,144,48,4,5,band_400|band_530|band_550|band_401|band_720,0.3611111111111111,0.06804138174397714,0.3611111111111111,0.06804138174397717,0.3380456349206349,0.08543448584788257,0.30303030303030304,0.07422696190252055,,,augmentation,spectral_jitter,3,0.015,0.02,0.005,True,gen_cond
