analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia6_CD202,dia6 - CD202,dia6,CD202,XGBoost,Nao irrigado,0,4
dia6_CD202,dia6 - CD202,dia6,CD202,XGBoost,Irrigado,0,4
