sample_id,data_coleta_iso,genotipo_normalizado,condicao_normalizada,turno,NDVI,GNDVI,NDRE,RVI,DVI,SAVI,OSAVI,EVI,PRI,CIgreen,CIrededge,MSAVI,NDSI,SIPI
B2_BR16_IRRIG_REPROD00005.asd,2017-02-23,BR16,irrigado,manha,0.814574192154514,0.6365738367148117,0.5230604786089165,9.785985096888917,0.407270487919072,0.6109181877432768,0.7158308498332459,0.7675698598072275,0.07709081085556398,3.503181119160529,2.1934037971242666,0.6456319338333414,0.06791201419813844,0.9811427597691847
B2_BR16_IRRIG_REPROD00006.asd,2017-02-23,BR16,irrigado,manha,0.8120720317194652,0.63526636110702,0.5215879367923951,9.64237547129996,0.40539402736607566,0.6085721514722591,0.7133651923407399,0.7644937367306355,0.07722218860309464,3.4834536404985643,2.180496592394889,0.6423169925226235,0.06727258487496167,0.9815008721469101
B2_BR16_IRRIG_REPROD00007.asd,2017-02-23,BR16,irrigado,manha,0.8095178959398394,0.6346742528023273,0.520034835847942,9.499674023804008,0.402708405960466,0.6055966099748509,0.7105174556829921,0.759589286652333,0.07658329660405673,3.4745662339474457,2.1669690831278317,0.6382386926012291,0.06655379153626183,0.9822522392439982
B2_BR16_NIRRIG_REPROD00000.asd,2017-02-23,BR16,nao_irrigado,manha,0.8238185185925143,0.6793259575667557,0.5288543521468781,10.351930884121991,0.44011120654163033,0.6383152343046109,0.735385453749682,0.7869516381526311,0.07892663667090268,4.236862780735821,2.2449718237097964,0.6801110555898214,0.07579524217070524,0.9944169580191163
B2_BR16_NIRRIG_REPROD00001.asd,2017-02-23,BR16,nao_irrigado,manha,0.8242732335383275,0.6795449167582478,0.5289341447204411,10.381305422450923,0.4412902910328388,0.6393232480603316,0.7361512785904235,0.7887230333006904,0.0790386332790746,4.2411242779107186,2.245690868027528,0.681385239580297,0.07554790727725183,0.9942527906298876
B2_BR16_NIRRIG_REPROD00002.asd,2017-02-23,BR16,nao_irrigado,manha,0.8246137875937185,0.6797526441537405,0.5289496680752588,10.403404934516784,0.4410565443191512,0.6392961509289001,0.7362956057042819,0.7892504805545135,0.07895639282532266,4.245172562674133,2.245830783788804,0.6814432719894434,0.07545962112400703,0.9937935272989222
B2_BR16_NIRRIG_REPROD00003.asd,2017-02-23,BR16,nao_irrigado,manha,0.8243157056443845,0.6797709488983013,0.5286871444347551,10.3840568807571,0.4414660459934814,0.6394632268251421,0.7362479279367203,0.7880712925852622,0.07809089852915557,4.245529545552811,2.243465834602373,0.6815566644740111,0.07477778975541385,0.9947205088505774
B2_BR16_NIRRIG_REPROD00004.asd,2017-02-23,BR16,nao_irrigado,manha,0.8394399253970367,0.687495100045998,0.5421440418324778,11.45639680316322,0.4531077834568325,0.6536629345547675,0.7511069074192235,0.8251956881036938,0.08066478783964139,4.399899650515503,2.3681860295202974,0.7020282030648997,0.08865297499121208,0.98272288436798
B2_BR16_NIRRIG_REPROD00005.asd,2017-02-23,BR16,nao_irrigado,manha,0.840764448451123,0.6888305548596901,0.5432794428252434,11.560009247596337,0.453413317879606,0.6544101790832187,0.7521367706610648,0.8259094655983521,0.0804497158630376,4.427366283017206,2.37904527961664,0.7032853412412252,0.0896982519175345,0.9825095167466618
B2_BR16_NIRRIG_REPROD00006.asd,2017-02-23,BR16,nao_irrigado,manha,0.8401654819317005,0.6883721075070187,0.5427361907912494,11.512941660983214,0.4542433341626397,0.6547435458303094,0.7520377169782226,0.8277777305476229,0.08075634300742145,4.417910746051223,2.373842757118261,0.7034742672183667,0.08915833949748125,0.9821642123764164
B2_BR16_NIRRIG_REPROD00007.asd,2017-02-23,BR16,nao_irrigado,manha,0.840230238086997,0.6884965000123688,0.5427957355880664,11.518013271428865,0.4549636434863079,0.6552682344540511,0.7523544652975604,0.8271104262798469,0.0811789411867473,4.4204736064905035,2.3744123921775855,0.7040858373416781,0.08905180931571413,0.9829507577211601
B2_CD202_IRRIG_REPROD00000.asd,2017-02-23,CD202,irrigado,manha,0.8005247781070184,0.6054202492231561,0.5083089533624079,9.026307934491223,0.4046009655923407,0.6036299758209474,0.7053249917395334,0.7855154484790094,0.06648436331438422,3.068683823897258,2.067594912856179,0.6343192311231567,0.0642062365865528,0.9697797026217918
B2_CD202_IRRIG_REPROD00001.asd,2017-02-23,CD202,irrigado,manha,0.8000566997771869,0.6057230511902308,0.5081677987440212,9.00283579280344,0.4039923249662127,0.6030008487769588,0.7047565119389382,0.7847502328043516,0.06530403030816802,3.072576537983104,2.0664275232338456,0.6334828834028197,0.06452156431717752,0.9697213730059713
B2_CD202_IRRIG_REPROD00002.asd,2017-02-23,CD202,irrigado,manha,0.7997665046421489,0.6059658157395625,0.5080936702213842,8.988338846233809,0.4039300091645639,0.6028446662211228,0.7045362297502284,0.7843437651242715,0.06469589607399318,3.075701753526281,2.0658147271658547,0.6332464300893097,0.06468993947552348,0.9699056980066623
B2_CD202_IRRIG_REPROD00003.asd,2017-02-23,CD202,irrigado,manha,0.800041997478959,0.6070468603925241,0.508329975452859,9.00210031498762,0.4035581229412309,0.6026726642078808,0.7045642756826336,0.7834941255378427,0.06394658872723435,3.0896654038642266,2.067768828986729,0.6330846734836683,0.06506360927664145,0.9700480242271026
B2_CD202_IRRIG_REPROD00004.asd,2017-02-23,CD202,irrigado,manha,0.8134396102672548,0.6104394390718039,0.4782522121450819,9.720389268402979,0.40792378139614377,0.6109813553638607,0.7153527107498983,0.7434159371157735,0.07012732472960839,3.133989937879364,1.8332697263991808,0.6454961254408014,0.07461422447054239,0.9958338056329525
B2_CD202_IRRIG_REPROD00005.asd,2017-02-23,CD202,irrigado,manha,0.8178871304562633,0.6146082826312662,0.480349030321073,9.982200242139808,0.4070196225919163,0.6119689885467795,0.7179266128017319,0.7400429957920742,0.07065601792700546,3.1895251243462672,1.848737165324113,0.6475384249757172,0.07568973513324716,0.9969284989740732
B2_CD202_IRRIG_REPROD00006.asd,2017-02-23,CD202,irrigado,manha,0.8182248263996814,0.6156573335274554,0.4804023608577852,10.002602612816284,0.4077206479542099,0.6126230173407166,0.7184515254209866,0.740615563354254,0.0706986124220329,3.2036897655828414,1.8491321925590896,0.6484011297971386,0.07577582013263545,0.9971266980923208
B2_CD202_IRRIG_REPROD00007.asd,2017-02-23,CD202,irrigado,manha,0.817744386173494,0.6151808089071266,0.4798573531126937,9.973598881315409,0.4086359152732729,0.6131310300529035,0.718523137415847,0.7423994052517888,0.07033972372544624,3.197245995762499,1.845099054977736,0.6489273329456386,0.07559537030032899,0.9968016532107723
B2_CD202_NIRRIG_REPROD00000.asd,2017-02-23,CD202,nao_irrigado,manha,0.796963431420993,0.6056144105000566,0.501903915582798,8.850442282380012,0.3929444660853203,0.5935405801308976,0.6979773966821143,0.7594344493062435,0.06142744772467897,3.0711792044325863,2.0152895446670755,0.6215067461664187,0.07086520985766935,0.974763354576309
B2_CD202_NIRRIG_REPROD00001.asd,2017-02-23,CD202,nao_irrigado,manha,0.7962055543295871,0.6047624460054182,0.5007630011649185,8.813810152777684,0.3926617193474835,0.5930452934394317,0.697353214483502,0.7584701965674031,0.06166937623211035,3.060247893416064,2.0061133382878173,0.6207907891902434,0.06886134423825384,0.9751168395519929
B2_CD202_NIRRIG_REPROD00002.asd,2017-02-23,CD202,nao_irrigado,manha,0.7954034189111538,0.6038463482001395,0.4995566632393721,8.775334413489047,0.3928185939075293,0.5928676049369064,0.696890755528915,0.758905257804536,0.060896418708398556,3.0485461661487188,1.996456447888805,0.6204579606635743,0.06858169448723893,0.9750427222270738
B2_CD202_NIRRIG_REPROD00003.asd,2017-02-23,CD202,nao_irrigado,manha,0.7949661146396165,0.6033999167038857,0.4985896051162726,8.754485198798458,0.39322924313086527,0.5930170620772872,0.6967793102164893,0.7596821519326902,0.06138385007522564,3.042863287819169,1.988748578823904,0.6205776866447563,0.06881533336812352,0.9749710582663278
B2_CD202_NIRRIG_REPROD00004.asd,2017-02-23,CD202,nao_irrigado,manha,0.8407230048554513,0.6452371334517992,0.5033526764804189,11.556741155148853,0.4337045570144383,0.6403932009032836,0.7443688802419103,0.7942896465428261,0.08323291560582144,3.6375686087435106,2.027002472955332,0.687034325210884,0.07219347662100095,0.9852149952714063
B2_CD202_NIRRIG_REPROD00005.asd,2017-02-23,CD202,nao_irrigado,manha,0.8418452349204913,0.6452899768812409,0.5037352219567741,11.64584092040822,0.4349798878667845,0.641753722429496,0.7456450988451296,0.7955547473154385,0.08337435617394622,3.6384084735332882,2.0301066859631036,0.6889557233497878,0.07203645885969517,0.9853961500069269
B2_CD202_NIRRIG_REPROD00006.asd,2017-02-23,CD202,nao_irrigado,manha,0.8390918066848166,0.6421789776503465,0.501908454297925,11.429447865855062,0.4386497498423358,0.6433277943051077,0.745252031357062,0.8013636251299564,0.08346974365469273,3.5893865230915685,2.0153261328315453,0.6900373975823364,0.0703982680624172,0.9850533874296747
B2_CD202_NIRRIG_REPROD00007.asd,2017-02-23,CD202,nao_irrigado,manha,0.8385458360522314,0.6408378606070481,0.5011337168336678,11.387416658061616,0.43977446802118275,0.6439185805419768,0.7453271663803803,0.8031545588444138,0.08289506969951133,3.5685156664350997,2.0090903464268792,0.6905736147649144,0.06962991470148042,0.9849291012314534
B2_EMB48_IRRIG_REPROD00000.asd,2017-02-23,EMB48,irrigado,manha,0.7917829836222611,0.5931991872081068,0.48035686875279976,8.605362879524122,0.4046303534729808,0.600319835912651,0.699471492127104,0.7730341233339743,0.06831136145316322,2.9164110225687736,1.8487952206734297,0.628919390166059,0.06551333313953278,0.9771148683274252
B2_EMB48_IRRIG_REPROD00001.asd,2017-02-23,EMB48,irrigado,manha,0.7928936462269052,0.5962318785724814,0.48109775347062966,8.656874178718796,0.4002320439252519,0.5974956618800132,0.6983865464610565,0.7663304741797471,0.06575882337210207,2.9533380518724908,1.8542905014900493,0.6257035776336007,0.06594875966471406,0.9772067140332992
