analysis_id,analysis_label,dia,cultivar,modelo,classe,classe_codigo,precision,recall,f1,support
dia3_EMB48,dia3 - EMB48,dia3,EMB48,Random Forest,Nao irrigado,0,1.0,1.0,1.0,4
dia3_EMB48,dia3 - EMB48,dia3,EMB48,Random Forest,Irrigado,1,1.0,1.0,1.0,4
