analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia3_EMB48,dia3 - EMB48,dia3,EMB48,XGBoost,Nao irrigado,0,4
dia3_EMB48,dia3 - EMB48,dia3,EMB48,XGBoost,Irrigado,0,4
