analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia3_EMB48,dia3 - EMB48,dia3,EMB48,LDA,Nao irrigado,3,1
dia3_EMB48,dia3 - EMB48,dia3,EMB48,LDA,Irrigado,0,4
