cultivar,condicao,data_coleta_iso,dia,replicata,bloco,grupo_cv,analysis_id,analysis_label,modelo,y_true,y_pred,prob_irrigado,acertou
BR16,IRR,2017-02-24,dia3,1,B1,BR16_IRR_B1,dia3,dia3,XGBoost,1,1,0.709565,True
BR16,IRR,2017-02-24,dia3,2,B2,BR16_IRR_B2,dia3,dia3,XGBoost,1,1,0.62544644,True
BR16,IRR,2017-02-24,dia3,3,B3,BR16_IRR_B3,dia3,dia3,XGBoost,1,0,0.38010406,False
BR16,IRR,2017-02-24,dia3,4,B4,BR16_IRR_B4,dia3,dia3,XGBoost,1,1,0.89683056,True
BR16,NIRR,2017-02-24,dia3,1,B1,BR16_NIRR_B1,dia3,dia3,XGBoost,0,0,0.057765327,True
BR16,NIRR,2017-02-24,dia3,2,B2,BR16_NIRR_B2,dia3,dia3,XGBoost,0,0,0.18194352,True
BR16,NIRR,2017-02-24,dia3,3,B3,BR16_NIRR_B3,dia3,dia3,XGBoost,0,0,0.40421852,True
BR16,NIRR,2017-02-24,dia3,4,B4,BR16_NIRR_B4,dia3,dia3,XGBoost,0,0,0.05631902,True
CD202,IRR,2017-02-24,dia3,1,B1,CD202_IRR_B1,dia3,dia3,XGBoost,1,1,0.8686152,True
CD202,IRR,2017-02-24,dia3,2,B2,CD202_IRR_B2,dia3,dia3,XGBoost,1,1,0.9305375,True
CD202,IRR,2017-02-24,dia3,3,B3,CD202_IRR_B3,dia3,dia3,XGBoost,1,1,0.9305375,True
CD202,IRR,2017-02-24,dia3,4,B4,CD202_IRR_B4,dia3,dia3,XGBoost,1,1,0.95267576,True
CD202,NIRR,2017-02-24,dia3,1,B1,CD202_NIRR_B1,dia3,dia3,XGBoost,0,1,0.71797353,False
CD202,NIRR,2017-02-24,dia3,2,B2,CD202_NIRR_B2,dia3,dia3,XGBoost,0,0,0.38617074,True
CD202,NIRR,2017-02-24,dia3,3,B3,CD202_NIRR_B3,dia3,dia3,XGBoost,0,0,0.08523333,True
CD202,NIRR,2017-02-24,dia3,4,B4,CD202_NIRR_B4,dia3,dia3,XGBoost,0,0,0.32480973,True
EMB48,IRR,2017-02-24,dia3,1,B1,EMB48_IRR_B1,dia3,dia3,XGBoost,1,1,0.93180656,True
EMB48,IRR,2017-02-24,dia3,2,B2,EMB48_IRR_B2,dia3,dia3,XGBoost,1,1,0.7879859,True
EMB48,IRR,2017-02-24,dia3,3,B3,EMB48_IRR_B3,dia3,dia3,XGBoost,1,1,0.9509317,True
EMB48,IRR,2017-02-24,dia3,4,B4,EMB48_IRR_B4,dia3,dia3,XGBoost,1,1,0.89151603,True
EMB48,NIRR,2017-02-24,dia3,1,B1,EMB48_NIRR_B1,dia3,dia3,XGBoost,0,0,0.38022363,True
EMB48,NIRR,2017-02-24,dia3,2,B2,EMB48_NIRR_B2,dia3,dia3,XGBoost,0,0,0.28724918,True
EMB48,NIRR,2017-02-24,dia3,3,B3,EMB48_NIRR_B3,dia3,dia3,XGBoost,0,0,0.13363197,True
EMB48,NIRR,2017-02-24,dia3,4,B4,EMB48_NIRR_B4,dia3,dia3,XGBoost,0,0,0.15712799,True
