analysis_id,analysis_label,dia,modelo,classe,classe_codigo,precision,recall,f1,support
dia3,dia3,dia3,SVM (RBF),Nao irrigado,0,1.0,1.0,1.0,12
dia3,dia3,dia3,SVM (RBF),Irrigado,1,1.0,1.0,1.0,12
