cultivar,condicao,data_coleta_iso,dia,replicata,bloco,grupo_cv,analysis_id,analysis_label,modelo,y_true,y_pred,prob_irrigado,acertou
BR16,IRR,2017-02-24,dia3,1,B1,BR16_IRR_B1,dia3,dia3,Random Forest,1,1,0.7026666666666667,True
BR16,IRR,2017-02-24,dia3,2,B2,BR16_IRR_B2,dia3,dia3,Random Forest,1,0,0.4693333333333333,False
BR16,IRR,2017-02-24,dia3,3,B3,BR16_IRR_B3,dia3,dia3,Random Forest,1,1,0.5106666666666667,True
BR16,IRR,2017-02-24,dia3,4,B4,BR16_IRR_B4,dia3,dia3,Random Forest,1,1,0.9626666666666667,True
BR16,NIRR,2017-02-24,dia3,1,B1,BR16_NIRR_B1,dia3,dia3,Random Forest,0,0,0.12133333333333333,True
BR16,NIRR,2017-02-24,dia3,2,B2,BR16_NIRR_B2,dia3,dia3,Random Forest,0,0,0.16133333333333333,True
BR16,NIRR,2017-02-24,dia3,3,B3,BR16_NIRR_B3,dia3,dia3,Random Forest,0,0,0.36933333333333335,True
BR16,NIRR,2017-02-24,dia3,4,B4,BR16_NIRR_B4,dia3,dia3,Random Forest,0,0,0.04133333333333333,True
CD202,IRR,2017-02-24,dia3,1,B1,CD202_IRR_B1,dia3,dia3,Random Forest,1,1,0.748,True
CD202,IRR,2017-02-24,dia3,2,B2,CD202_IRR_B2,dia3,dia3,Random Forest,1,1,0.9973333333333333,True
CD202,IRR,2017-02-24,dia3,3,B3,CD202_IRR_B3,dia3,dia3,Random Forest,1,1,0.912,True
CD202,IRR,2017-02-24,dia3,4,B4,CD202_IRR_B4,dia3,dia3,Random Forest,1,1,0.9933333333333333,True
CD202,NIRR,2017-02-24,dia3,1,B1,CD202_NIRR_B1,dia3,dia3,Random Forest,0,1,0.5746666666666667,False
CD202,NIRR,2017-02-24,dia3,2,B2,CD202_NIRR_B2,dia3,dia3,Random Forest,0,0,0.336,True
CD202,NIRR,2017-02-24,dia3,3,B3,CD202_NIRR_B3,dia3,dia3,Random Forest,0,0,0.0026666666666666666,True
CD202,NIRR,2017-02-24,dia3,4,B4,CD202_NIRR_B4,dia3,dia3,Random Forest,0,0,0.08266666666666667,True
EMB48,IRR,2017-02-24,dia3,1,B1,EMB48_IRR_B1,dia3,dia3,Random Forest,1,1,0.9946666666666667,True
EMB48,IRR,2017-02-24,dia3,2,B2,EMB48_IRR_B2,dia3,dia3,Random Forest,1,1,0.7093333333333334,True
EMB48,IRR,2017-02-24,dia3,3,B3,EMB48_IRR_B3,dia3,dia3,Random Forest,1,1,0.9493333333333334,True
EMB48,IRR,2017-02-24,dia3,4,B4,EMB48_IRR_B4,dia3,dia3,Random Forest,1,1,0.9266666666666666,True
EMB48,NIRR,2017-02-24,dia3,1,B1,EMB48_NIRR_B1,dia3,dia3,Random Forest,0,0,0.30666666666666664,True
EMB48,NIRR,2017-02-24,dia3,2,B2,EMB48_NIRR_B2,dia3,dia3,Random Forest,0,0,0.23466666666666666,True
EMB48,NIRR,2017-02-24,dia3,3,B3,EMB48_NIRR_B3,dia3,dia3,Random Forest,0,0,0.076,True
EMB48,NIRR,2017-02-24,dia3,4,B4,EMB48_NIRR_B4,dia3,dia3,Random Forest,0,0,0.136,True
