analysis_id,analysis_label,dia,modelo,classe,classe_codigo,precision,recall,f1,support
dia3,dia3,dia3,XGBoost,Nao irrigado,0,0.9166666666666666,0.9166666666666666,0.9166666666666666,12
dia3,dia3,dia3,XGBoost,Irrigado,1,0.9166666666666666,0.9166666666666666,0.9166666666666666,12
