analysis_id,analysis_label,dia,modelo,classe,classe_codigo,precision,recall,f1,support
dia3,dia3,dia3,Random Forest,Nao irrigado,0,0.9166666666666666,0.9166666666666666,0.9166666666666666,12
dia3,dia3,dia3,Random Forest,Irrigado,1,0.9166666666666666,0.9166666666666666,0.9166666666666666,12
