cultivar,condicao,data_coleta_iso,dia,replicata,bloco,grupo_cv,analysis_id,analysis_label,modelo,y_true,y_pred,prob_irrigado,acertou
BR16,IRR,2017-02-24,dia3,1,B1,BR16_IRR_B1,dia3,dia3,SVM (RBF),1,1,0.8420314360313251,True
BR16,IRR,2017-02-24,dia3,2,B2,BR16_IRR_B2,dia3,dia3,SVM (RBF),1,1,0.6240276640337661,True
BR16,IRR,2017-02-24,dia3,3,B3,BR16_IRR_B3,dia3,dia3,SVM (RBF),1,1,0.8460405001285826,True
BR16,IRR,2017-02-24,dia3,4,B4,BR16_IRR_B4,dia3,dia3,SVM (RBF),1,1,0.9653018994453509,True
BR16,NIRR,2017-02-24,dia3,1,B1,BR16_NIRR_B1,dia3,dia3,SVM (RBF),0,0,0.2060101066012574,True
BR16,NIRR,2017-02-24,dia3,2,B2,BR16_NIRR_B2,dia3,dia3,SVM (RBF),0,0,0.2265670760188508,True
BR16,NIRR,2017-02-24,dia3,3,B3,BR16_NIRR_B3,dia3,dia3,SVM (RBF),0,0,0.12683462353949868,True
BR16,NIRR,2017-02-24,dia3,4,B4,BR16_NIRR_B4,dia3,dia3,SVM (RBF),0,0,0.06945956281166546,True
CD202,IRR,2017-02-24,dia3,1,B1,CD202_IRR_B1,dia3,dia3,SVM (RBF),1,1,0.7065700450133959,True
CD202,IRR,2017-02-24,dia3,2,B2,CD202_IRR_B2,dia3,dia3,SVM (RBF),1,1,0.9517501223844793,True
CD202,IRR,2017-02-24,dia3,3,B3,CD202_IRR_B3,dia3,dia3,SVM (RBF),1,1,0.8000767141302881,True
CD202,IRR,2017-02-24,dia3,4,B4,CD202_IRR_B4,dia3,dia3,SVM (RBF),1,1,0.9192766407186092,True
CD202,NIRR,2017-02-24,dia3,1,B1,CD202_NIRR_B1,dia3,dia3,SVM (RBF),0,0,0.2850127987981867,True
CD202,NIRR,2017-02-24,dia3,2,B2,CD202_NIRR_B2,dia3,dia3,SVM (RBF),0,0,0.09074471599704832,True
CD202,NIRR,2017-02-24,dia3,3,B3,CD202_NIRR_B3,dia3,dia3,SVM (RBF),0,0,0.023696972234179218,True
CD202,NIRR,2017-02-24,dia3,4,B4,CD202_NIRR_B4,dia3,dia3,SVM (RBF),0,0,0.10223267033372141,True
EMB48,IRR,2017-02-24,dia3,1,B1,EMB48_IRR_B1,dia3,dia3,SVM (RBF),1,1,0.9838263046189724,True
EMB48,IRR,2017-02-24,dia3,2,B2,EMB48_IRR_B2,dia3,dia3,SVM (RBF),1,1,0.8704379177976939,True
EMB48,IRR,2017-02-24,dia3,3,B3,EMB48_IRR_B3,dia3,dia3,SVM (RBF),1,1,0.9605101471984043,True
EMB48,IRR,2017-02-24,dia3,4,B4,EMB48_IRR_B4,dia3,dia3,SVM (RBF),1,1,0.9584463936396546,True
EMB48,NIRR,2017-02-24,dia3,1,B1,EMB48_NIRR_B1,dia3,dia3,SVM (RBF),0,0,0.08403220809490998,True
EMB48,NIRR,2017-02-24,dia3,2,B2,EMB48_NIRR_B2,dia3,dia3,SVM (RBF),0,0,0.07296660205762158,True
EMB48,NIRR,2017-02-24,dia3,3,B3,EMB48_NIRR_B3,dia3,dia3,SVM (RBF),0,0,0.063774868607121,True
EMB48,NIRR,2017-02-24,dia3,4,B4,EMB48_NIRR_B4,dia3,dia3,SVM (RBF),0,0,0.1473399418843318,True
