cultivar,condicao,data_coleta_iso,dia,replicata,bloco,grupo_cv,analysis_id,analysis_label,modelo,y_true,y_pred,prob_irrigado,acertou
BR16,IRR,2017-02-23,dia2,1,B1,BR16_IRR_B1,dia2,dia2,Random Forest,1,0,0.3,False
BR16,IRR,2017-02-23,dia2,2,B2,BR16_IRR_B2,dia2,dia2,Random Forest,1,0,0.2853333333333333,False
BR16,IRR,2017-02-23,dia2,3,B3,BR16_IRR_B3,dia2,dia2,Random Forest,1,0,0.38133333333333336,False
BR16,IRR,2017-02-23,dia2,4,B4,BR16_IRR_B4,dia2,dia2,Random Forest,1,0,0.30133333333333334,False
BR16,NIRR,2017-02-23,dia2,1,B1,BR16_NIRR_B1,dia2,dia2,Random Forest,0,0,0.44,True
BR16,NIRR,2017-02-23,dia2,2,B2,BR16_NIRR_B2,dia2,dia2,Random Forest,0,1,0.6266666666666667,False
BR16,NIRR,2017-02-23,dia2,3,B3,BR16_NIRR_B3,dia2,dia2,Random Forest,0,0,0.152,True
BR16,NIRR,2017-02-23,dia2,4,B4,BR16_NIRR_B4,dia2,dia2,Random Forest,0,0,0.156,True
CD202,IRR,2017-02-23,dia2,1,B1,CD202_IRR_B1,dia2,dia2,Random Forest,1,1,0.8093333333333333,True
CD202,IRR,2017-02-23,dia2,2,B2,CD202_IRR_B2,dia2,dia2,Random Forest,1,1,0.8253333333333334,True
CD202,IRR,2017-02-23,dia2,3,B3,CD202_IRR_B3,dia2,dia2,Random Forest,1,1,0.6253333333333333,True
CD202,IRR,2017-02-23,dia2,4,B4,CD202_IRR_B4,dia2,dia2,Random Forest,1,1,0.7586666666666667,True
CD202,NIRR,2017-02-23,dia2,1,B1,CD202_NIRR_B1,dia2,dia2,Random Forest,0,1,0.8933333333333333,False
CD202,NIRR,2017-02-23,dia2,2,B2,CD202_NIRR_B2,dia2,dia2,Random Forest,0,1,0.7866666666666666,False
CD202,NIRR,2017-02-23,dia2,3,B3,CD202_NIRR_B3,dia2,dia2,Random Forest,0,0,0.14133333333333334,True
CD202,NIRR,2017-02-23,dia2,4,B4,CD202_NIRR_B4,dia2,dia2,Random Forest,0,0,0.19466666666666665,True
EMB48,IRR,2017-02-23,dia2,1,B1,EMB48_IRR_B1,dia2,dia2,Random Forest,1,1,0.6306666666666667,True
EMB48,IRR,2017-02-23,dia2,2,B2,EMB48_IRR_B2,dia2,dia2,Random Forest,1,0,0.49333333333333335,False
EMB48,IRR,2017-02-23,dia2,3,B3,EMB48_IRR_B3,dia2,dia2,Random Forest,1,1,0.9106666666666666,True
EMB48,IRR,2017-02-23,dia2,4,B4,EMB48_IRR_B4,dia2,dia2,Random Forest,1,0,0.3893333333333333,False
EMB48,NIRR,2017-02-23,dia2,1,B1,EMB48_NIRR_B1,dia2,dia2,Random Forest,0,0,0.12533333333333332,True
EMB48,NIRR,2017-02-23,dia2,2,B2,EMB48_NIRR_B2,dia2,dia2,Random Forest,0,1,0.796,False
EMB48,NIRR,2017-02-23,dia2,3,B3,EMB48_NIRR_B3,dia2,dia2,Random Forest,0,0,0.17866666666666667,True
EMB48,NIRR,2017-02-23,dia2,4,B4,EMB48_NIRR_B4,dia2,dia2,Random Forest,0,0,0.188,True
