cultivar,condicao,data_coleta_iso,dia,replicata,bloco,grupo_cv,analysis_id,analysis_label,modelo,y_true,y_pred,prob_irrigado,acertou
BR16,IRR,2017-02-23,dia2,1,B1,BR16_IRR_B1,dia2,dia2,SVM (RBF),1,0,0.17709830315499034,False
BR16,IRR,2017-02-23,dia2,2,B2,BR16_IRR_B2,dia2,dia2,SVM (RBF),1,0,0.11936879831679371,False
BR16,IRR,2017-02-23,dia2,3,B3,BR16_IRR_B3,dia2,dia2,SVM (RBF),1,0,0.44461230301189936,False
BR16,IRR,2017-02-23,dia2,4,B4,BR16_IRR_B4,dia2,dia2,SVM (RBF),1,1,0.5498471061048263,True
BR16,NIRR,2017-02-23,dia2,1,B1,BR16_NIRR_B1,dia2,dia2,SVM (RBF),0,1,0.587664467521331,False
BR16,NIRR,2017-02-23,dia2,2,B2,BR16_NIRR_B2,dia2,dia2,SVM (RBF),0,1,0.7641495902073095,False
BR16,NIRR,2017-02-23,dia2,3,B3,BR16_NIRR_B3,dia2,dia2,SVM (RBF),0,0,0.35441782382561987,True
BR16,NIRR,2017-02-23,dia2,4,B4,BR16_NIRR_B4,dia2,dia2,SVM (RBF),0,0,0.4020391961301031,True
CD202,IRR,2017-02-23,dia2,1,B1,CD202_IRR_B1,dia2,dia2,SVM (RBF),1,1,0.6460908654000195,True
CD202,IRR,2017-02-23,dia2,2,B2,CD202_IRR_B2,dia2,dia2,SVM (RBF),1,1,0.6511588317651976,True
CD202,IRR,2017-02-23,dia2,3,B3,CD202_IRR_B3,dia2,dia2,SVM (RBF),1,1,0.53537188822195,True
CD202,IRR,2017-02-23,dia2,4,B4,CD202_IRR_B4,dia2,dia2,SVM (RBF),1,1,0.805124299250964,True
CD202,NIRR,2017-02-23,dia2,1,B1,CD202_NIRR_B1,dia2,dia2,SVM (RBF),0,1,0.6226026377390228,False
CD202,NIRR,2017-02-23,dia2,2,B2,CD202_NIRR_B2,dia2,dia2,SVM (RBF),0,1,0.6553479851634831,False
CD202,NIRR,2017-02-23,dia2,3,B3,CD202_NIRR_B3,dia2,dia2,SVM (RBF),0,0,0.24036199447888207,True
CD202,NIRR,2017-02-23,dia2,4,B4,CD202_NIRR_B4,dia2,dia2,SVM (RBF),0,0,0.1346379954918394,True
EMB48,IRR,2017-02-23,dia2,1,B1,EMB48_IRR_B1,dia2,dia2,SVM (RBF),1,1,0.7175790771724354,True
EMB48,IRR,2017-02-23,dia2,2,B2,EMB48_IRR_B2,dia2,dia2,SVM (RBF),1,1,0.6610297982903177,True
EMB48,IRR,2017-02-23,dia2,3,B3,EMB48_IRR_B3,dia2,dia2,SVM (RBF),1,1,0.6962299315621563,True
EMB48,IRR,2017-02-23,dia2,4,B4,EMB48_IRR_B4,dia2,dia2,SVM (RBF),1,1,0.5190948233678787,True
EMB48,NIRR,2017-02-23,dia2,1,B1,EMB48_NIRR_B1,dia2,dia2,SVM (RBF),0,0,0.21845041926898068,True
EMB48,NIRR,2017-02-23,dia2,2,B2,EMB48_NIRR_B2,dia2,dia2,SVM (RBF),0,1,0.6295187821886299,False
EMB48,NIRR,2017-02-23,dia2,3,B3,EMB48_NIRR_B3,dia2,dia2,SVM (RBF),0,0,0.37554493325623334,True
EMB48,NIRR,2017-02-23,dia2,4,B4,EMB48_NIRR_B4,dia2,dia2,SVM (RBF),0,0,0.20179783887575542,True
