analysis_id,analysis_label,dia,modelo,classe,classe_codigo,precision,recall,f1,support
dia2,dia2,dia2,XGBoost,Nao irrigado,0,0.6153846153846154,0.6666666666666666,0.64,12
dia2,dia2,dia2,XGBoost,Irrigado,1,0.6363636363636364,0.5833333333333334,0.6086956521739131,12
