analysis_id,analysis_label,dia,modelo,classe,classe_codigo,precision,recall,f1,support
dia2,dia2,dia2,Random Forest,Nao irrigado,0,0.5714285714285714,0.6666666666666666,0.6153846153846154,12
dia2,dia2,dia2,Random Forest,Irrigado,1,0.6,0.5,0.5454545454545454,12
