cultivar,condicao,data_coleta_iso,dia,replicata,bloco,grupo_cv,analysis_id,analysis_label,modelo,y_true,y_pred,prob_irrigado,acertou
BR16,IRR,2017-02-23,dia2,1,B1,BR16_IRR_B1,dia2,dia2,XGBoost,1,0,0.32790068,False
BR16,IRR,2017-02-23,dia2,2,B2,BR16_IRR_B2,dia2,dia2,XGBoost,1,1,0.6873766,True
BR16,IRR,2017-02-23,dia2,3,B3,BR16_IRR_B3,dia2,dia2,XGBoost,1,0,0.4621647,False
BR16,IRR,2017-02-23,dia2,4,B4,BR16_IRR_B4,dia2,dia2,XGBoost,1,0,0.09839454,False
BR16,NIRR,2017-02-23,dia2,1,B1,BR16_NIRR_B1,dia2,dia2,XGBoost,0,0,0.24630736,True
BR16,NIRR,2017-02-23,dia2,2,B2,BR16_NIRR_B2,dia2,dia2,XGBoost,0,1,0.8274601,False
BR16,NIRR,2017-02-23,dia2,3,B3,BR16_NIRR_B3,dia2,dia2,XGBoost,0,0,0.060473282,True
BR16,NIRR,2017-02-23,dia2,4,B4,BR16_NIRR_B4,dia2,dia2,XGBoost,0,0,0.056349665,True
CD202,IRR,2017-02-23,dia2,1,B1,CD202_IRR_B1,dia2,dia2,XGBoost,1,1,0.7419158,True
CD202,IRR,2017-02-23,dia2,2,B2,CD202_IRR_B2,dia2,dia2,XGBoost,1,1,0.74984974,True
CD202,IRR,2017-02-23,dia2,3,B3,CD202_IRR_B3,dia2,dia2,XGBoost,1,0,0.24382123,False
CD202,IRR,2017-02-23,dia2,4,B4,CD202_IRR_B4,dia2,dia2,XGBoost,1,1,0.9313189,True
CD202,NIRR,2017-02-23,dia2,1,B1,CD202_NIRR_B1,dia2,dia2,XGBoost,0,1,0.91276103,False
CD202,NIRR,2017-02-23,dia2,2,B2,CD202_NIRR_B2,dia2,dia2,XGBoost,0,1,0.8515602,False
CD202,NIRR,2017-02-23,dia2,3,B3,CD202_NIRR_B3,dia2,dia2,XGBoost,0,0,0.032079358,True
CD202,NIRR,2017-02-23,dia2,4,B4,CD202_NIRR_B4,dia2,dia2,XGBoost,0,0,0.24020521,True
EMB48,IRR,2017-02-23,dia2,1,B1,EMB48_IRR_B1,dia2,dia2,XGBoost,1,1,0.72899765,True
EMB48,IRR,2017-02-23,dia2,2,B2,EMB48_IRR_B2,dia2,dia2,XGBoost,1,0,0.2750457,False
EMB48,IRR,2017-02-23,dia2,3,B3,EMB48_IRR_B3,dia2,dia2,XGBoost,1,1,0.9418662,True
EMB48,IRR,2017-02-23,dia2,4,B4,EMB48_IRR_B4,dia2,dia2,XGBoost,1,1,0.6174173,True
EMB48,NIRR,2017-02-23,dia2,1,B1,EMB48_NIRR_B1,dia2,dia2,XGBoost,0,0,0.040181234,True
EMB48,NIRR,2017-02-23,dia2,2,B2,EMB48_NIRR_B2,dia2,dia2,XGBoost,0,1,0.91838646,False
EMB48,NIRR,2017-02-23,dia2,3,B3,EMB48_NIRR_B3,dia2,dia2,XGBoost,0,0,0.14408553,True
EMB48,NIRR,2017-02-23,dia2,4,B4,EMB48_NIRR_B4,dia2,dia2,XGBoost,0,0,0.19760327,True
