cultivar,condicao,data_coleta_iso,dia,replicata,bloco,grupo_cv,analysis_id,analysis_label,modelo,y_true,y_pred,prob_irrigado,acertou
BR16,IRR,2017-02-23,dia2,1,B1,BR16_IRR_B1,dia2,dia2,LDA,1,1,0.5117205782005162,True
BR16,IRR,2017-02-23,dia2,2,B2,BR16_IRR_B2,dia2,dia2,LDA,1,0,0.041818947529365026,False
BR16,IRR,2017-02-23,dia2,3,B3,BR16_IRR_B3,dia2,dia2,LDA,1,0,0.09056243233865663,False
BR16,IRR,2017-02-23,dia2,4,B4,BR16_IRR_B4,dia2,dia2,LDA,1,0,0.2652652820001595,False
BR16,NIRR,2017-02-23,dia2,1,B1,BR16_NIRR_B1,dia2,dia2,LDA,0,0,0.48527321719757105,True
BR16,NIRR,2017-02-23,dia2,2,B2,BR16_NIRR_B2,dia2,dia2,LDA,0,1,0.9622713330801337,False
BR16,NIRR,2017-02-23,dia2,3,B3,BR16_NIRR_B3,dia2,dia2,LDA,0,0,0.04016761552515349,True
BR16,NIRR,2017-02-23,dia2,4,B4,BR16_NIRR_B4,dia2,dia2,LDA,0,0,0.007472460546829161,True
CD202,IRR,2017-02-23,dia2,1,B1,CD202_IRR_B1,dia2,dia2,LDA,1,1,0.865036494168484,True
CD202,IRR,2017-02-23,dia2,2,B2,CD202_IRR_B2,dia2,dia2,LDA,1,1,0.9985449437352496,True
CD202,IRR,2017-02-23,dia2,3,B3,CD202_IRR_B3,dia2,dia2,LDA,1,1,0.9855945520497823,True
CD202,IRR,2017-02-23,dia2,4,B4,CD202_IRR_B4,dia2,dia2,LDA,1,1,0.9985209735426324,True
CD202,NIRR,2017-02-23,dia2,1,B1,CD202_NIRR_B1,dia2,dia2,LDA,0,1,0.7703953292931733,False
CD202,NIRR,2017-02-23,dia2,2,B2,CD202_NIRR_B2,dia2,dia2,LDA,0,1,0.8709392398881931,False
CD202,NIRR,2017-02-23,dia2,3,B3,CD202_NIRR_B3,dia2,dia2,LDA,0,0,0.011635344907999208,True
CD202,NIRR,2017-02-23,dia2,4,B4,CD202_NIRR_B4,dia2,dia2,LDA,0,0,0.025803937660041094,True
EMB48,IRR,2017-02-23,dia2,1,B1,EMB48_IRR_B1,dia2,dia2,LDA,1,1,0.8051403709254764,True
EMB48,IRR,2017-02-23,dia2,2,B2,EMB48_IRR_B2,dia2,dia2,LDA,1,1,0.5784705435576474,True
EMB48,IRR,2017-02-23,dia2,3,B3,EMB48_IRR_B3,dia2,dia2,LDA,1,1,0.9974080222908301,True
EMB48,IRR,2017-02-23,dia2,4,B4,EMB48_IRR_B4,dia2,dia2,LDA,1,1,0.5440728528930179,True
EMB48,NIRR,2017-02-23,dia2,1,B1,EMB48_NIRR_B1,dia2,dia2,LDA,0,0,0.003606416338590868,True
EMB48,NIRR,2017-02-23,dia2,2,B2,EMB48_NIRR_B2,dia2,dia2,LDA,0,1,0.8361872012564924,False
EMB48,NIRR,2017-02-23,dia2,3,B3,EMB48_NIRR_B3,dia2,dia2,LDA,0,0,0.04552216351124648,True
EMB48,NIRR,2017-02-23,dia2,4,B4,EMB48_NIRR_B4,dia2,dia2,LDA,0,0,0.013693867761593887,True
