analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia5_CD202,dia5 - CD202,dia5,CD202,XGBoost,Nao irrigado,0,4
dia5_CD202,dia5 - CD202,dia5,CD202,XGBoost,Irrigado,0,4
