cultivar,condicao,data_coleta_iso,dia,replicata,bloco,turnos_disponiveis,turno_label,target,model,y_true,y_pred,label_true,label_pred,acertou,prob_IRR,prob_NIRR
BR16,IRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,cond,LDA,0,0,IRR,IRR,True,0.539115962094513,0.46088403790548704
BR16,IRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,cond,LDA,0,1,IRR,NIRR,False,0.477687068605564,0.522312931394436
BR16,IRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,cond,LDA,0,0,IRR,IRR,True,0.6270408920981618,0.37295910790183817
BR16,IRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,cond,LDA,0,0,IRR,IRR,True,0.9999999906886254,9.311374551077045e-09
BR16,NIRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,cond,LDA,1,1,NIRR,NIRR,True,8.375782633462947e-06,0.9999916242173665
BR16,NIRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,cond,LDA,1,1,NIRR,NIRR,True,0.003537541050222859,0.9964624589497771
BR16,NIRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,cond,LDA,1,1,NIRR,NIRR,True,0.0020349272229017723,0.9979650727770982
BR16,NIRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,cond,LDA,1,1,NIRR,NIRR,True,5.484959800405864e-05,0.9999451504019959
CD202,IRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,cond,LDA,0,0,IRR,IRR,True,0.9482640777365546,0.051735922263445366
CD202,IRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,cond,LDA,0,0,IRR,IRR,True,0.9999942680336528,5.731966347263652e-06
CD202,IRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,cond,LDA,0,0,IRR,IRR,True,0.9999098965023271,9.010349767290658e-05
CD202,IRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,cond,LDA,0,0,IRR,IRR,True,0.9999999995346271,4.653728159566829e-10
CD202,NIRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,cond,LDA,1,1,NIRR,NIRR,True,0.03982967937885107,0.9601703206211489
CD202,NIRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,cond,LDA,1,1,NIRR,NIRR,True,0.02093526103202137,0.9790647389679786
CD202,NIRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,cond,LDA,1,1,NIRR,NIRR,True,0.00018421687026970446,0.9998157831297303
CD202,NIRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,cond,LDA,1,1,NIRR,NIRR,True,0.0021034169393024937,0.9978965830606975
EMB48,IRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,cond,LDA,0,0,IRR,IRR,True,0.9999098103064611,9.018969353896062e-05
EMB48,IRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,cond,LDA,0,0,IRR,IRR,True,0.9998353559737773,0.00016464402622279014
EMB48,IRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,cond,LDA,0,0,IRR,IRR,True,0.9978086597816724,0.0021913402183276025
EMB48,IRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,cond,LDA,0,0,IRR,IRR,True,0.9920233092848536,0.007976690715146449
EMB48,NIRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,cond,LDA,1,1,NIRR,NIRR,True,0.00012808048887069656,0.9998719195111293
EMB48,NIRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,cond,LDA,1,1,NIRR,NIRR,True,0.004255470990989885,0.9957445290090101
EMB48,NIRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,cond,LDA,1,1,NIRR,NIRR,True,0.00014331331129913139,0.9998566866887009
EMB48,NIRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,cond,LDA,1,1,NIRR,NIRR,True,3.273332119579919e-06,0.9999967266678804
