wavelength,kw_h,kw_p,pearson_r,pearson_p,spearman_r,spearman_p
1505,2.14200721153847,0.14331427035166266,0.21795833073692356,0.08360020983736516,0.18439119954288616,0.1446764299072861
1506,2.064122596153851,0.15080170117134234,0.2260888352741733,0.07243069355672518,0.18100787478063135,0.15232229316691973
1507,2.3021033653846246,0.1291989357316534,0.23357631666004341,0.06323047289105413,0.19115784906739572,0.1302508072876227
1508,2.425961538461536,0.1193399945156385,0.2384782845548872,0.057735073817157354,0.19623283621077794,0.12016672449808481
1509,2.4679687500000114,0.11618799018300109,0.23926142569012998,0.056894134125143415,0.19792449859190533,0.11694139954210483
1510,2.596153846153868,0.10712339925383849,0.23735895853329272,0.05895447985219878,0.2029994857352875,0.10766269825956672
1511,2.683413461538464,0.10139817067272289,0.24177920061714653,0.05425767105422662,0.20638281049754229,0.10180004142098589
1512,2.8622596153846303,0.09068003393793503,0.24894700933769615,0.04729215612277718,0.2131494600220519,0.09082118549952095
1513,2.683413461538464,0.10139817067272289,0.24899895910615366,0.047244488165202284,0.20638281049754229,0.10180004142098589
1514,2.683413461538464,0.10139817067272289,0.24886577640580787,0.0473667727424755,0.20638281049754229,0.10180004142098589
1515,2.5530649038461775,0.11008052389153165,0.25228201935285594,0.04431102283924825,0.20130782335416011,0.11069017270285882
1516,2.683413461538464,0.10139817067272289,0.254250543108386,0.0426251983485184,0.20638281049754229,0.10180004142098589
1517,2.727584134615398,0.09862837469918928,0.254482199046302,0.0424303372724816,0.2080744728786697,0.09896324515639422
1518,2.6396033653846303,0.10422956284277836,0.25289103057909507,0.043783706623796645,0.2046911481164149,0.104699589132304
1519,2.683413461538464,0.10139817067272289,0.2486565228838843,0.04755942773260354,0.20638281049754229,0.10180004142098589
1520,2.3843149038461604,0.12255861128940804,0.24371037973433687,0.05230357770482088,0.19454117382965053,0.12345955878197788
1521,2.5103365384615586,0.1131017761320667,0.24052779078245157,0.05555536416163348,0.19961616097303272,0.11378280975238603
1522,2.425961538461536,0.1193399945156385,0.24087529456408693,0.055192503507321564,0.19623283621077794,0.12016672449808481
1523,2.4679687500000114,0.11618799018300109,0.24037982456081933,0.05571045675831064,0.19792449859190533,0.11694139954210483
1524,2.4679687500000114,0.11618799018300109,0.2368286578545803,0.05953943283288402,0.19792449859190533,0.11694139954210483
1525,2.5530649038461775,0.11008052389153165,0.2418217108335549,0.05421402568877565,0.20130782335416011,0.11069017270285882
1526,2.6396033653846303,0.10422956284277836,0.25455179144753876,0.04237194229175334,0.2046911481164149,0.104699589132304
1527,2.772115384615404,0.09591932336041495,0.2637834518956882,0.035192600824057896,0.2097661352597971,0.09618838483494936
1528,2.9538461538461718,0.0856734395523159,0.2713331061272082,0.030101947273517872,0.21653278478430668,0.08569182861214077
1529,3.000180288461536,0.08325525157553534,0.27557308035439326,0.027524296247989282,0.21822444716543404,0.0832142583624529
1530,3.046875,0.08089265412686582,0.27431105724912813,0.02827135348430205,0.21991610954656143,0.08079364392538585
1531,2.9538461538461718,0.0856734395523159,0.2780333458031772,0.026115631835837455,0.21653278478430668,0.08569182861214077
1532,2.727584134615398,0.09862837469918928,0.28500390633058553,0.022450460601205608,0.2080744728786697,0.09896324515639422
1533,2.727584134615398,0.09862837469918928,0.28418035286720333,0.02285939062905456,0.2080744728786697,0.09896324515639422
1534,2.6396033653846303,0.10422956284277836,0.2787867945993733,0.02569658696634401,0.2046911481164149,0.104699589132304
1535,2.596153846153868,0.10712339925383849,0.2712263700569252,0.030169362059800635,0.2029994857352875,0.10766269825956672
1536,2.425961538461536,0.1193399945156385,0.263225541038031,0.03559564955881509,0.19623283621077794,0.12016672449808481
1537,2.3430288461538566,0.12584465576857767,0.26351705726021135,0.03538457439870604,0.1928495114485231,0.12682066772997155
1538,2.3430288461538566,0.12584465576857767,0.26988541709295644,0.031027149584914558,0.1928495114485231,0.12682066772997155
1539,2.5530649038461775,0.11008052389153165,0.27526170054211074,0.02770705698474802,0.20130782335416011,0.11069017270285882
1540,2.596153846153868,0.10712339925383849,0.27923752591053375,0.02544862683369773,0.2029994857352875,0.10766269825956672
1541,2.6396033653846303,0.10422956284277836,0.2833496884613612,0.023278228243771015,0.2046911481164149,0.104699589132304
1542,2.727584134615398,0.09862837469918928,0.28801289051002593,0.021008696299693902,0.2080744728786697,0.09896324515639422
1543,2.817007211538481,0.09327016210965383,0.29548921426363495,0.017763004598368163,0.21145779764092448,0.09347463994717331
1544,3.4833533653846303,0.06198900352317175,0.30017695425675356,0.015954806387821083,0.23514107097670803,0.06143226585554638
1545,4.11075721153847,0.042611280221864445,0.304650177236349,0.01437890460919878,0.2554410195502368,0.04163161073446665
1546,4.500721153846172,0.03388056216811041,0.30706282239310906,0.01358593873045342,0.2672826562181286,0.03275043489293864
1547,4.331430288461547,0.03741479360770861,0.2994543921490603,0.0162227772403598,0.26220766907474635,0.036340882884370665
1548,4.443930288461559,0.03502552648519074,0.2896438606118201,0.020260648147351436,0.2655909938370012,0.033912797203530354
1549,4.387500000000017,0.03620336187163995,0.28542061318441814,0.022245922166130607,0.2638993314558738,0.03510936490608073
1550,4.220372596153851,0.03994138909722644,0.2805686631059864,0.024728088935067262,0.25882434431249157,0.03891178614100594
1551,4.331430288461547,0.03741479360770861,0.27770002952673584,0.026302842107431577,0.26220766907474635,0.036340882884370665
1552,4.11075721153847,0.042611280221864445,0.2858564436982189,0.02203369038038376,0.2554410195502368,0.04163161073446665
1553,3.949038461538464,0.046898158093288456,0.2877988034398063,0.021108609185719225,0.25036603240685457,0.04600419106887433
1554,3.046875,0.08089265412686582,0.2778397771297846,0.026224214265469503,0.21991610954656143,0.08079364392538585
1555,2.907872596153851,0.08814807988702053,0.2713275946361745,0.030105425251056826,0.2148411224031793,0.08822719252926534
1556,2.907872596153851,0.08814807988702053,0.2708297627129249,0.030420970183663146,0.2148411224031793,0.08822719252926534
1557,2.907872596153851,0.08814807988702053,0.269361428694218,0.03136784045787311,0.2148411224031793,0.08822719252926534
1558,3.1413461538461718,0.07633078395530722,0.27019876899039214,0.030824896338534087,0.2232994343088162,0.07611992162135837
1559,3.334615384615404,0.06783626517251563,0.2708217534754314,0.030426069310284447,0.23006608383332586,0.06741891864298814
1560,3.046875,0.08089265412686582,0.26711492519248253,0.03286417827185275,0.21991610954656143,0.08079364392538585
1561,3.383834134615398,0.0658387268340861,0.26480971588183544,0.03446112475552561,0.23175774621445325,0.06537342709957458
1562,3.8430288461538566,0.0499532058382991,0.26995746761845707,0.030980546414934224,0.24698270764459976,0.04912371219828613
1563,4.11075721153847,0.042611280221864445,0.2840940736032066,0.022902595012748744,0.2554410195502368,0.04163161073446665
1564,4.443930288461559,0.03502552648519074,0.2994406436585014,0.016227913209632874,0.2655909938370012,0.033912797203530354
1565,4.557872596153857,0.032767752195365485,0.30412812272108414,0.014555633686087852,0.2689743185992559,0.031621540723671335
