rank,wavelength,kw_p,pearson_p,spearman_p,kw_h,pearson_r,spearman_r
85,1069,8.348951637883397e-05,6.832952176716561e-05,3.120826190672823e-05,15.477584134615398,0.47668875900764995,0.49565707767032696
86,1262,0.00017018314136279774,4.080382178754326e-05,7.70950251606036e-05,14.134615384615387,0.48929304879649904,0.4736654667156709
87,473,0.00011639694344306909,4.426524642668936e-05,4.773963846830051e-05,14.850180288461559,-0.48733495595866794,-0.4855071033835627
88,472,0.00011639694344306909,0.00013617675900152567,4.773963846830051e-05,14.850180288461559,-0.45902149988436736,-0.4855071033835627
89,481,0.00012985214401089077,5.525077540140415e-05,5.484435386514159e-05,14.643930288461547,-0.48194272953277045,-0.4821237786213079
90,1808,0.0006484457665632496,5.5108987803956275e-05,0.00039517354174524276,11.631490384615404,0.48200575165558934,0.4296822448063586
91,477,0.000303956631358323,6.210653859548777e-05,0.00015815795663780738,13.04585336538463,-0.47906076797976876,-0.4550571805232695
92,456,0.00017018314136279774,7.102221528871714e-05,7.70950251606036e-05,14.134615384615387,-0.4757236859345586,-0.4736654667156709
93,1475,0.00017955068991268693,0.00019769247782644474,8.244097716135123e-05,14.033834134615404,-0.449054813791145,-0.4719738043345434
94,1265,0.00035477594945544183,8.256760120442469e-05,0.00019104505939245865,12.756490384615404,0.47193497520464905,0.4499821933798873
95,1600,0.00022208888731849007,0.0002284585241182011,0.00010742341199357862,13.63431490384616,0.44510348158075136,0.46520715481003383
96,382,0.000246746816614601,0.00012068368133945161,0.00012237196345711102,13.436718750000011,-0.46218627783950383,-0.46182383004777905
97,1915,0.0022031112663113547,0.00013883773583907514,0.0016465670540210197,9.372115384615398,-0.45851153780687703,-0.3856990228970462
98,1811,0.0014614294827344687,0.00014234905772434045,0.0010268177512184975,10.126622596153851,0.4578521813504839,0.40092398432719284
99,2306,0.0012706965471169795,0.0001427697889442249,0.0008728844369202042,10.384615384615387,-0.45777418128081593,-0.405998971470575
100,723,0.000303956631358323,0.005210464603188485,0.00015815795663780738,13.04585336538463,0.34521425130875866,0.4550571805232695
101,1180,0.0011566042580506805,0.00016168028933390822,0.000782194200751245,10.558413461538464,-0.45446953255441275,-0.4093822962328298
102,1671,0.0006811155767964023,0.00016929394344996571,0.0004189986609423819,11.540084134615398,0.45323843515963086,0.4279905824252312
103,1787,0.000715310039185318,0.00017420813642960247,0.00044412513302117065,11.449038461538464,0.4524705305513516,0.4262989200441038
104,1065,0.0003929578621138633,0.00026852784331982967,0.00021633359390109934,12.56538461538463,0.44063127442311967,0.4465988686176324
105,394,0.000715310039185318,0.00022040887066031807,0.00044412513302117065,11.449038461538464,-0.44608788119806553,-0.4262989200441038
106,1057,0.000715310039185318,0.0002300907371167397,0.00044412513302117065,11.449038461538464,0.4449077559587207,0.4262989200441038
107,1059,0.0005874329623308691,0.00029256360927363157,0.0003511877832489358,11.81538461538463,0.43823356883512543,0.43306556956861336
108,1060,0.0005317996813093074,0.0004486078138014362,0.00031171266866256733,12.000721153846172,0.42600631660254207,0.4364488943308681
109,1875,0.000911503005751496,0.00036440229066266576,0.0005915771830621006,10.999218750000011,-0.43201031090271663,-0.4178406081384668
110,1061,0.000617238254542198,0.0004511742960606134,0.00037258926948502153,11.723257211538481,0.425839987422442,0.43137390718748597
111,1592,0.000617238254542198,0.0007079251876433677,0.00037258926948502153,11.723257211538481,0.4124288309446613,0.43137390718748597
112,1056,0.0008686652051795371,0.0004507671697705523,0.0005589449109129073,11.088461538461559,0.425866314992834,0.4195322705195942
113,383,0.0007510938551174609,0.0010462160349350947,0.0004706159913650234,11.35835336538463,-0.40033404285258434,-0.42460725766297636
114,1071,0.0009562915090965011,0.0005366768017810671,0.0006259299315013571,10.910336538461536,0.42073894143746293,0.4161489457573394
115,395,0.0013315590671429168,0.0006263518964868293,0.0009217049179970076,10.29825721153847,-0.41612869558326804,-0.4043073090894476
116,1168,0.002874700498610091,0.0006937663123220627,0.0022285314835500296,8.885336538461559,-0.41304231220874094,-0.37554904861028193
117,1932,0.004609471225083933,0.0006998142548822691,0.003788256377702277,8.026622596153857,-0.41277888889841685,-0.35694076241788053
118,1877,0.0018388274453319193,0.0007154354944781194,0.0013385138280689055,9.703846153846172,-0.41210792141695085,-0.3924656724215559
119,460,0.00110317967743873,0.00104546781726362,0.000740127208927992,10.645853365384625,-0.400356613920656,-0.4110739586139572
120,815,0.0011566042580506805,0.4800130741331057,0.000782194200751245,10.558413461538464,0.08987769000383183,0.4093822962328298
121,381,0.0012124113023510498,0.0008422517078482386,0.0008264143466350035,10.471334134615404,-0.40710464754225545,-0.4076906338517024
122,2280,0.0012124113023510498,0.0016477014499312857,0.0008264143466350035,10.471334134615404,-0.38567628542804244,-0.4076906338517024
123,1005,0.0016028854871773706,0.0008264705478328512,0.00114263357615061,9.956430288461547,0.40768853649267167,0.397540659564938
124,1873,0.015085711401935953,0.0008317163190248449,0.013868055943050564,5.906430288461536,-0.40749333670358334,-0.30619089098405866
125,1290,0.010329885969439893,0.0008425074816779866,0.009209708946621854,6.57710336538463,0.40709526591100853,0.3231075147953326
126,2283,0.0013315590671429168,0.0029482377256552506,0.0009217049179970076,10.29825721153847,-0.3658686335235234,-0.4043073090894476
127,1235,0.002518501598519246,0.0009282750033126504,0.001917863803497871,9.127103365384613,0.4040858678104935,0.38062403575366405
128,2315,0.0014614294827344687,0.0017623342058241303,0.0010268177512184975,10.126622596153851,-0.3834480201233366,-0.40092398432719284
129,2274,0.002751156210190567,0.0010812287422733754,0.0021203105832591517,8.965564903846172,-0.3992937873862523,-0.3772407109914093
130,1063,0.001530653064267346,0.0010906726123322411,0.001083330231263352,10.041346153846177,0.39901840927959326,0.39923232194606545
131,1176,0.004806821873686749,0.0012199430096671892,0.003969425004681121,7.95072115384616,-0.3954504421713899,-0.35524910003675314
132,1819,0.003728470117209529,0.0012720267547450487,0.0029878934165287236,8.41153846153847,0.3941085448756703,0.3653990743235175
133,2304,0.002874700498610091,0.0013184228606042295,0.0022285314835500296,8.885336538461559,-0.3929542210110082,-0.37554904861028193
134,685,0.005674963097129576,0.0013314599829779973,0.004773177685423934,7.6507211538461775,-0.39263644319126145,-0.3484824505122436
135,2206,0.008495330441862617,0.0013704863059400391,0.007441424497781825,6.925961538461536,0.3917016435760751,0.33156582670096957
136,454,0.0021063087413067776,0.00388588226914307,0.0015641087939721038,9.45450721153847,-0.35602049142287,-0.38739068527817366
137,1182,0.0024090538036404584,0.0017549910422582137,0.001823283844749919,9.20841346153847,-0.38358680267139067,-0.38231569813479144
138,506,0.09068003393793503,0.001984671213497127,0.09082118549952095,2.8622596153846303,-0.37947358839537026,-0.2131494600220519
139,445,0.0032763360815548756,0.002014864926388607,0.0025834295063121527,8.646814903846177,-0.3789649809430954,-0.3704740614668997
140,1055,0.0026324803420657737,0.0028906972844615192,0.0020168146410644446,9.046153846153857,0.36656006037477207,0.37893237337253666
141,2200,0.008165487634769061,0.0021171851798592782,0.007125825801656853,6.996814903846172,0.37729070359710415,0.333257489082097
142,444,0.0035718166674685954,0.002226549107420141,0.002847214922744491,8.489603365384625,-0.37557936947651444,-0.36709073670464487
143,1044,0.004419486857141267,0.0022392580140000785,0.0036144555781115707,8.102884615384625,0.3753854009685894,0.3586324247990079
144,855,0.0030032897388181565,0.6889221519718083,0.0023416629478553385,8.805468750000017,-0.051012592000021006,0.37385738622915454
145,1043,0.0035718166674685954,0.0023949292290969208,0.002847214922744491,8.489603365384625,0.3730860403090672,0.36709073670464487
146,2230,0.005674963097129576,0.0024758126447231616,0.004773177685423934,7.6507211538461775,0.37194356896673003,0.3484824505122436
147,2270,0.009557501152322564,0.0025724334496396574,0.008462744385826866,6.715564903846172,-0.3706216812179952,-0.3264908395575874
148,1042,0.0032763360815548756,0.0039459839363765225,0.0025834295063121527,8.646814903846177,0.3554640803100242,0.3704740614668997
149,1237,0.004806821873686749,0.0026070956473379903,0.003969425004681121,7.95072115384616,0.37015823995945674,0.35524910003675314
150,392,0.003891344258260582,0.002647401211044006,0.0031347239446169383,8.333834134615387,-0.369626205107908,-0.3637074119423901
151,2284,0.0034211734819442913,0.0041480035659321145,0.002712465703522839,8.568028846153851,-0.35364727121430345,-0.3687823990857723
152,462,0.0035718166674685954,0.005124128049217536,0.002847214922744491,8.489603365384625,-0.345839830762032,-0.36709073670464487
153,2190,0.01878592646254417,0.0028944662609058655,0.017541487983842325,5.521334134615387,0.3665143976642955,0.29604091669729427
154,2210,0.027661548110512548,0.00295715547180222,0.026453845956633276,4.84903846153847,0.3657625515946869,0.2774326305048929
155,1675,0.009557501152322564,0.0030638923398823873,0.008462744385826866,6.715564903846172,0.36451446952985544,0.3264908395575874
156,1045,0.005674963097129576,0.003198868627764416,0.004773177685423934,7.6507211538461775,0.3629904174426916,0.3484824505122436
157,380,0.009557501152322564,0.00328655305768924,0.008462744385826866,6.715564903846172,-0.36203070180297736,-0.3264908395575874
158,2086,0.004236626787210828,0.0047966338136595284,0.003447765432748627,8.179507211538464,0.3483005688415829,0.3603240871801353
159,2302,0.004236626787210828,0.015448557894583465,0.003447765432748627,8.179507211538464,-0.30157090247778023,-0.3603240871801353
160,432,0.009937010229233104,0.00405739433838166,0.008829345216807876,6.646153846153851,-0.35445222504703655,-0.32479917717646
161,683,0.012508988450283845,0.004075185348821545,0.01133311036645692,6.23725961538463,-0.3542929264458936,-0.3146492028896956
162,1579,0.007539983419588107,0.0042680809945753444,0.006529608816362374,7.13960336538463,0.3526041715375498,0.3366408138443518
163,1295,0.00883703695038344,0.004327768194284165,0.007769184407350762,6.85546875,0.3520953012761345,0.3298741643198422
164,1046,0.006957787179718631,0.004935856191642713,0.005977614335460679,7.283834134615404,0.34723690402255514,0.3400241386066066
165,1188,0.0061600249790247485,0.005814908457390779,0.005226492066838388,7.50288461538463,-0.3410738079448714,-0.3450991257499888
166,1041,0.007539983419588107,0.005228095022422363,0.006529608816362374,7.13960336538463,0.3450876288118699,0.3366408138443518
167,889,0.006416291024427704,0.7714609313107436,0.005467060839212587,7.429507211538464,0.03702534805759253,0.3434074633688613
168,1246,0.016846841006699056,0.005601369149222074,0.015612264590913274,5.712259615384625,0.34249133327454495,0.3011159038406765
169,1785,0.05154225046387225,0.005757021101906339,0.050747222249978435,3.7905649038461604,0.3414534936349274,0.2452910452634724
170,719,0.006957787179718631,0.015329893877072528,0.005977614335460679,7.283834134615404,0.3019033064046726,0.3400241386066066
171,2034,0.011157336188743294,0.006247389133998191,0.01001342733313417,6.440084134615404,0.3383378203272606,0.31972419003307784
172,1880,0.058327462519898655,0.0068180967042425255,0.05768528179066006,3.5843149038461775,-0.33497136995280885,-0.23852439573896284
173,1159,0.007847154029678125,0.010187170359447412,0.006822010312760167,7.068028846153851,-0.3190239831473595,-0.3349491514632244
174,1073,0.011157336188743294,0.006911708368434277,0.01001342733313417,6.440084134615404,0.3344429516766794,0.31972419003307784
175,470,0.008495330441862617,0.017101232434516618,0.007441424497781825,6.925961538461536,-0.2971553290232178,-0.33156582670096957
176,1198,0.00883703695038344,0.025546129729392526,0.007769184407350762,6.85546875,-0.27905984904618586,-0.3298741643198422
177,1233,0.03994138909722644,0.00813744030893759,0.03891178614100594,4.220372596153851,0.32804634500328067,0.25882434431249157
178,971,0.030635772004571977,0.008237220154994992,0.029461247117704894,4.67325721153847,-0.3275635436454073,-0.2723576433615107
179,396,0.010329885969439893,0.00865394398302819,0.009209708946621854,6.57710336538463,-0.32560075915158637,-0.3231075147953326
180,451,0.009937010229233104,0.010285017355132285,0.008829345216807876,6.646153846153851,-0.3186341997203196,-0.32479917717646
181,1084,0.03866055537585358,0.00982921346241384,0.03760810345239119,4.2757211538461775,0.32047822016218164,0.26051600669361896
182,2232,0.015085711401935953,0.009884130353204054,0.013868055943050564,5.906430288461536,0.3202521567089024,0.30619089098405866
